Lenght,Eccen,P_black,P_and,Wb_trans,Class
23,1.917,0.576,0.826,21,negative
121,7.563,0.396,0.611,137,negative
409,34.083,0.302,0.604,515,negative
184,7.077,0.773,0.886,219,negative
350,20.588,0.363,0.577,414,negative
23,1.917,0.576,0.79,16,negative
121,8.067,0.428,0.761,145,negative
205,18.636,0.371,0.717,278,negative
367,22.938,0.385,0.575,427,negative
24,2.182,0.53,0.727,14,negative
138,9.2,0.431,0.75,164,negative
266,22.167,0.338,0.667,397,negative
382,22.471,0.363,0.567,431,negative
20,1.818,0.568,0.895,14,negative
181,11.313,0.4,0.759,227,negative
198,18,0.383,0.773,288,negative
42,42,0.19,1,5,positive
1,0.021,1,1,1,positive
79,11.286,0.566,0.967,88,negative
326,3.928,0.286,0.671,1025,positive
96,1.333,0.488,0.582,215,positive
82,10.25,0.412,0.803,97,negative
155,15.5,0.332,0.687,208,negative
28,28,0.464,1,6,positive
72,6.545,0.665,0.938,83,negative
120,5,0.927,0.972,125,negative
344,21.5,0.385,0.662,408,negative
11,0.917,0.652,0.735,7,negative
135,10.385,0.492,0.833,157,negative
78,8.667,0.464,0.89,98,negative
322,10.387,0.689,0.753,408,negative
391,24.438,0.401,0.674,477,negative
4,1.333,0.917,0.917,1,negative
20,1.818,0.564,0.918,14,negative
70,6.364,0.381,0.639,83,negative
1,0.063,1,1,1,positive
353,9.051,0.557,0.608,454,negative
415,25.938,0.389,0.675,499,negative
20,1.667,0.546,0.838,16,negative
205,12.813,0.401,0.799,245,negative
195,17.727,0.358,0.781,256,negative
170,7.083,0.924,0.997,237,negative
359,22.438,0.376,0.652,399,negative
22,1.833,0.553,0.841,19,negative
341,21.313,0.378,0.724,394,negative
70,7.778,0.433,0.851,98,negative
203,8.12,0.837,0.929,279,negative
408,25.5,0.39,0.644,482,negative
22,2,0.649,0.847,18,negative
222,14.8,0.414,0.728,258,negative
59,5.9,0.403,0.792,80,negative
161,0.988,0.523,0.897,1634,positive
80,11.429,0.5,0.848,79,negative
314,3.783,0.282,0.619,838,positive
82,9.111,0.337,0.821,100,negative
155,17.222,0.366,0.723,201,negative
71,5.917,0.608,0.863,81,negative
309,12.875,0.921,0.984,390,negative
356,23.733,0.406,0.626,410,negative
19,1.727,0.579,0.957,16,negative
389,22.882,0.344,0.678,455,negative
56,5.091,0.386,0.7,77,negative
22,1.833,0.621,0.788,17,negative
424,26.5,0.371,0.563,471,negative
4,1.333,0.917,0.917,1,negative
96,5.647,0.366,0.675,116,negative
87,9.667,0.444,0.962,147,negative
120,5.217,0.942,1,149,negative
389,24.313,0.364,0.569,424,negative
22,1.833,0.58,0.814,20,negative
62,4.429,0.433,0.646,63,negative
161,14.636,0.333,0.65,217,negative
198,8.609,0.924,0.999,282,negative
337,21.063,0.363,0.598,377,negative
23,2.091,0.585,0.834,18,negative
393,24.563,0.341,0.653,418,negative
256,25.6,0.363,0.765,327,negative
337,21.063,0.369,0.608,387,negative
22,1.833,0.538,0.852,17,negative
398,23.412,0.32,0.608,408,negative
212,13.25,0.376,0.693,222,negative
256,25.6,0.371,0.779,322,negative
424,141.33,0.537,0.557,5,negative
469,2.522,0.378,0.529,1481,positive
83,9.222,0.356,0.914,96,negative
155,17.222,0.346,0.731,198,negative
71,6.455,0.666,0.937,84,negative
137,5.957,0.855,0.934,162,negative
20,1.667,0.525,0.854,14,negative
399,24.938,0.369,0.577,441,negative
227,14.188,0.41,0.731,300,negative
69,5.75,0.332,0.626,98,negative
382,23.875,0.375,0.6,444,negative
20,1.818,0.577,0.882,15,negative
87,7.909,0.319,0.628,115,negative
309,19.313,0.382,0.549,351,negative
22,2,0.603,0.81,17,negative
356,23.733,0.398,0.738,400,negative
284,23.667,0.325,0.725,386,negative
294,19.6,0.395,0.651,330,negative
22,2,0.579,0.806,18,negative
183,11.438,0.413,0.787,251,negative
81,7.364,0.339,0.695,109,negative
334,13.917,0.894,0.966,501,negative
22,1.833,0.542,0.784,16,negative
405,25.313,0.382,0.596,467,negative
4,1.333,0.833,0.917,1,negative
424,26.5,0.371,0.719,488,negative
302,27.455,0.379,0.804,448,negative
141,0.754,0.415,0.884,2333,positive
54,7.714,0.497,0.849,55,negative
314,3.829,0.296,0.502,703,negative
9,9,1,1,1,negative
82,9.111,0.306,0.695,79,negative
155,17.222,0.376,0.722,207,negative
72,6,0.638,0.918,90,negative
23,23,0.348,1,5,positive
14,14,0.5,1,3,positive
45,45,0.244,1,8,positive
125,5.435,0.953,1,132,negative
376,23.5,0.371,0.58,401,negative
10,0.833,0.675,0.783,7,negative
352,22,0.39,0.738,418,negative
236,21.455,0.354,0.803,316,negative
4,1.333,1,1,1,negative
19,1.727,0.598,0.947,17,negative
154,10.267,0.423,0.704,167,negative
417,26.063,0.381,0.652,481,negative
404,33.667,0.334,0.674,573,negative
2,0.4,0.9,0.9,1,positive
2,0.143,0.536,0.536,1,positive
135,5.625,0.911,0.966,158,negative
2,0.182,0.636,0.636,1,positive
216,18,0.507,0.764,248,negative
22,2,0.632,0.864,19,negative
268,17.867,0.413,0.731,326,negative
4,1.333,0.917,0.917,1,negative
94,8.545,0.38,0.677,126,negative
2,0.5,1,1,1,positive
403,23.706,0.349,0.521,440,negative
22,2,0.624,0.88,16,negative
57,5.7,0.407,0.739,79,negative
356,22.25,0.377,0.576,371,negative
22,1.833,0.568,0.837,20,negative
439,27.438,0.384,0.724,530,negative
436,39.636,0.336,0.755,564,negative
94,11.75,0.485,0.922,119,negative
410,25.625,0.381,0.569,450,negative
22,2,0.603,0.888,17,negative
243,15.188,0.394,0.709,278,negative
378,34.364,0.33,0.684,465,negative
1,0.111,1,1,1,positive
57,9.5,0.453,0.906,63,negative
104,13,0.575,0.87,129,negative
64,8,0.541,0.947,72,negative
271,3.519,0.478,0.744,885,negative
268,29.778,0.465,0.694,178,negative
230,25.556,0.399,0.87,314,negative
150,16.667,0.284,0.756,218,negative
13,1.625,0.663,0.817,10,negative
157,19.625,0.446,0.987,220,negative
232,25.778,0.274,0.782,326,negative
13,1.625,0.635,0.788,8,negative
248,24.8,0.356,0.729,340,negative
177,17.7,0.26,0.693,261,negative
13,1.625,0.683,0.817,10,negative
171,19,0.4,0.778,214,negative
48,6,0.354,0.901,81,negative
13,1.857,0.78,0.989,9,negative
316,31.6,0.366,0.673,422,negative
281,31.222,0.272,0.856,398,negative
13,1.857,0.791,0.978,12,negative
268,26.8,0.494,0.754,220,negative
276,30.667,0.388,0.846,373,negative
278,30.889,0.258,0.798,398,negative
13,1.625,0.625,0.817,11,negative
358,39.778,0.385,0.863,525,negative
170,21.25,0.277,0.89,236,negative
19,2.714,0.662,0.925,18,negative
269,26.9,0.306,0.496,160,negative
398,39.8,0.342,0.745,557,negative
80,11.429,0.361,0.961,124,negative
12,1.5,0.583,0.813,9,negative
238,23.8,0.353,0.727,295,negative
88,8.8,0.257,0.668,124,negative
13,1.857,0.67,0.89,8,negative
279,27.9,0.377,0.687,389,negative
80,8.889,0.304,0.838,122,negative
19,2.714,0.662,0.91,17,negative
268,26.8,0.395,0.59,180,negative
162,18,0.254,0.527,138,negative
162,20.25,0.204,0.412,85,negative
109,13.625,0.447,0.959,158,negative
163,18.111,0.264,0.51,130,negative
162,20.25,0.327,0.79,149,negative
163,18.111,0.263,0.549,137,negative
163,20.375,0.383,0.982,179,negative
162,16.2,0.294,0.73,176,negative
104,34.667,0.606,0.683,19,negative
184,23,0.237,0.777,213,negative
5,0.714,0.829,0.829,1,negative
130,21.667,0.253,0.528,96,negative
17,4.25,0.191,0.647,7,negative
1,0.125,1,1,1,negative
116,1.333,0.406,0.416,39,negative
29,1.933,0.524,0.97,55,negative
257,3.338,0.465,0.49,127,negative
84,1.424,0.659,0.71,22,negative
63,5.727,0.413,0.804,93,negative
30,2.727,0.467,0.824,37,negative
510,21.25,0.846,0.927,268,positive
19,1.118,0.362,0.381,2,negative
24,1.412,0.426,0.735,37,negative
159,17.667,0.249,0.605,184,negative
168,18.667,0.268,0.661,214,negative
131,16.375,0.246,0.796,177,negative
206,25.75,0.236,0.793,237,negative
217,36.167,0.25,0.684,214,negative
184,30.667,0.272,0.697,195,negative
243,34.714,0.219,0.528,230,negative
219,31.286,0.195,0.617,207,negative
110,15.714,0.21,0.627,117,negative
128,18.286,0.265,0.72,140,negative
21,1.235,0.373,0.613,8,negative
23,1.353,0.419,0.808,25,negative
171,10.059,0.208,0.422,250,negative
166,18.444,0.274,0.606,217,negative
73,8.111,0.298,0.627,77,negative
125,13.889,0.21,0.601,140,negative
109,13.625,0.219,0.595,119,negative
27,5.4,0.296,0.496,13,negative
76,9.5,0.232,0.51,75,negative
18,4.5,0.181,0.778,2,negative
240,34.286,0.215,0.538,221,negative
51,10.2,0.314,0.831,49,negative
231,28.875,0.228,0.569,257,negative
231,33,0.26,0.64,246,negative
19,4.75,0.421,0.921,18,negative
70,14,0.18,0.417,45,negative
203,40.6,0.239,0.859,187,negative
22,1.222,0.366,0.513,10,negative
161,17.889,0.273,0.521,164,negative
24,1.412,0.426,0.792,39,negative
158,8.778,0.198,0.418,229,negative
92,10.222,0.287,0.694,123,negative
48,8,0.316,0.965,58,negative
95,11.875,0.187,0.645,106,negative
227,32.429,0.217,0.509,215,negative
243,34.714,0.198,0.48,227,negative
242,30.25,0.171,0.409,228,negative
192,24,0.207,0.579,203,negative
98,14,0.207,0.491,100,negative
22,1.294,0.425,0.765,34,negative
152,19,0.27,0.623,164,negative
11,0.647,0.326,0.433,6,negative
11,0.647,0.417,0.647,8,negative
141,14.1,0.236,0.645,148,negative
46,7.667,0.322,0.877,60,negative
229,28.625,0.168,0.484,196,negative
113,14.125,0.21,0.759,135,negative
69,13.8,0.249,0.632,57,negative
34,6.8,0.141,0.594,19,negative
58,11.6,0.2,0.745,41,negative
36,7.2,0.211,0.789,25,negative
46,9.2,0.174,0.804,28,negative
135,19.286,0.156,0.753,120,negative
118,23.6,0.154,0.497,63,negative
5,1.667,0.533,0.8,2,negative
145,20.714,0.207,0.658,140,negative
91,13,0.163,0.535,71,negative
177,35.4,0.226,0.498,117,negative
22,1.294,0.321,0.406,14,negative
150,16.667,0.237,0.579,183,negative
24,1.412,0.4,0.838,34,negative
117,14.625,0.173,0.642,125,negative
130,6.842,0.208,0.65,267,negative
239,34.143,0.16,0.476,177,negative
110,15.714,0.174,0.447,107,negative
21,3.5,0.198,0.444,15,positive
47,7.833,0.177,0.45,31,negative
25,6.25,0.28,0.71,21,negative
104,17.333,0.234,0.862,111,negative
31,7.75,0.419,0.944,33,negative
192,27.429,0.136,0.385,135,negative
162,23.143,0.096,0.235,73,negative
208,26,0.194,0.491,196,negative
22,1.294,0.409,0.757,34,negative
189,18.9,0.263,0.515,213,negative
92,18.4,0.287,0.604,96,negative
111,15.857,0.254,0.883,131,negative
24,1.333,0.454,0.75,34,negative
231,28.875,0.21,0.543,236,negative
185,10.278,0.163,0.358,228,negative
242,30.25,0.232,0.611,262,negative
48,6.857,0.298,0.613,60,negative
60,10,0.292,0.822,67,negative
211,30.143,0.257,0.653,223,negative
17,3.4,0.376,0.741,11,negative
198,1.005,0.273,0.332,227,positive
223,31.857,0.205,0.664,229,negative
67,9.571,0.258,0.548,71,negative
249,10.826,0.77,0.958,270,negative
23,1.353,0.373,0.621,14,negative
169,18.778,0.26,0.619,217,negative
100,11.111,0.247,0.637,121,negative
71,11.833,0.329,0.958,89,negative
210,26.25,0.178,0.483,208,negative
44,11,0.267,0.614,26,negative
97,13.857,0.196,0.461,79,negative
107,21.4,0.247,0.91,92,negative
34,2,0.123,0.156,4,negative
201,10.579,0.238,0.567,439,negative
213,30.429,0.235,0.746,234,negative
28,4.667,0.327,0.589,26,negative
98,14,0.254,0.608,114,negative
133,19,0.211,0.559,112,negative
72,10.286,0.236,0.651,70,negative
159,2.013,0.319,0.368,78,negative
245,3.182,0.445,0.523,257,negative
183,2.473,0.544,0.612,58,negative
541,180.33,0.71,0.747,13,positive
153,17,0.304,0.848,203,negative
58,5.8,0.402,0.893,83,negative
1,0.012,1,1,1,positive
192,13.714,0.234,0.589,275,negative
12,0.75,0.526,0.833,14,negative
284,20.286,0.236,0.698,419,negative
225,25,0.198,0.741,283,negative
325,32.5,0.215,0.692,463,negative
333,37,0.237,0.671,452,negative
197,21.889,0.274,0.699,278,negative
58,6.444,0.351,0.669,80,negative
323,24.846,0.256,0.557,449,negative
24,1.412,0.36,0.708,25,negative
37,5.286,0.521,0.954,43,negative
184,20.444,0.214,0.798,242,negative
44,4.889,0.341,0.677,53,negative
330,33,0.207,0.671,425,negative
33,3.667,0.34,0.677,40,negative
292,29.2,0.203,0.649,397,negative
50,7.143,0.266,0.74,64,negative
1,0.009,1,1,1,positive
93,23.25,0.312,0.763,70,negative
94,15.667,0.184,0.934,79,negative
284,21.846,0.205,0.553,405,negative
94,15.667,0.188,0.874,65,negative
24,1.5,0.393,0.935,32,negative
94,18.8,0.234,0.845,79,negative
167,13.917,0.225,0.752,234,negative
94,18.8,0.183,0.798,53,negative
95,23.75,0.311,0.979,78,negative
61,8.714,0.241,0.794,70,negative
95,15.833,0.209,0.667,73,negative
93,15.5,0.238,0.711,78,negative
288,28.8,0.191,0.564,365,negative
93,18.6,0.351,1,98,negative
18,18,0.389,1,2,negative
323,32.3,0.198,0.676,465,negative
95,19,0.255,0.787,70,negative
97,16.167,0.232,0.852,87,negative
293,29.3,0.207,0.596,397,negative
96,19.2,0.342,0.738,77,negative
96,16,0.309,0.925,103,negative
96,16,0.335,0.703,79,negative
96,16,0.259,0.74,88,negative
24,1.412,0.407,0.809,34,negative
239,18.385,0.239,0.615,343,negative
63,12.6,0.368,0.927,58,negative
298,37.25,0.242,0.791,383,negative
96,16,0.319,0.703,80,negative
96,19.2,0.404,0.817,70,negative
56,8,0.329,0.791,78,negative
94,18.8,0.277,0.945,80,negative
330,33,0.225,0.771,518,negative
96,16,0.309,0.644,73,negative
95,15.833,0.274,0.784,79,negative
319,31.9,0.239,0.674,458,negative
96,16,0.297,0.811,76,negative
82,16.4,0.361,0.802,70,negative
96,16,0.351,0.755,83,negative
24,1.5,0.411,0.872,35,negative
285,31.667,0.338,0.765,358,negative
96,16,0.267,0.939,102,negative
96,16,0.302,0.795,79,negative
1,0.007,0.993,1,1,positive
305,33.889,0.191,0.73,375,negative
96,16,0.26,0.856,98,negative
94,18.8,0.313,0.751,77,negative
19,2.714,0.286,0.632,23,negative
95,15.833,0.256,0.768,82,negative
331,36.778,0.222,0.69,421,negative
95,15.833,0.226,0.933,89,negative
96,16,0.234,0.668,67,negative
282,28.2,0.191,0.701,378,negative
97,16.167,0.235,0.703,80,negative
183,20.333,0.218,0.6,252,negative
97,16.167,0.282,0.794,89,negative
97,16.167,0.266,0.72,85,negative
93,15.5,0.276,0.962,101,negative
94,15.667,0.287,0.713,66,negative
97,13.857,0.211,0.791,95,negative
24,1.5,0.44,0.948,32,negative
91,7.583,0.281,0.59,125,negative
97,19.4,0.334,0.831,82,negative
97,16.167,0.299,0.701,94,negative
242,18.615,0.231,0.614,312,negative
96,24,0.417,0.753,73,negative
96,16,0.198,0.668,71,negative
140,20,0.253,0.886,167,negative
96,16,0.262,0.842,100,negative
303,30.3,0.179,0.669,410,negative
96,19.2,0.323,0.838,87,negative
96,16,0.217,0.797,86,negative
284,28.4,0.202,0.709,402,negative
69,17.25,0.377,0.96,57,negative
80,8.889,0.231,0.694,108,negative
96,19.2,0.329,0.717,74,negative
96,16,0.274,0.901,100,negative
96,16,0.318,0.575,61,negative
99,19.8,0.303,0.739,78,negative
96,16,0.293,0.724,81,negative
96,24,0.479,0.878,72,negative
1,0.027,1,1,1,positive
94,15.667,0.326,0.862,91,negative
92,5.75,0.245,0.522,100,negative
39,6.5,0.342,0.936,39,negative
39,7.8,0.395,0.826,21,negative
39,7.8,0.436,0.656,24,negative
286,1.788,0.201,0.226,166,positive
285,3.132,0.158,0.165,36,positive
73,1.141,0.403,0.445,26,positive
66,1.048,0.491,0.591,46,positive
50,0.769,0.454,0.487,6,positive
79,1.254,0.338,0.345,9,positive
1,0.031,1,1,1,positive
108,27,0.778,0.826,6,positive
32,2.909,0.264,0.5,30,negative
18,2,0.395,0.759,23,negative
9,1,0.321,0.395,2,negative
57,5.182,0.343,0.678,73,negative
20,20,0.75,1,5,positive
252,22.909,0.092,0.095,4,positive
31,4.429,0.382,0.811,45,negative
38,4.222,0.377,0.731,47,negative
5,0.012,0.216,0.221,10,positive
151,16.778,0.185,0.566,181,negative
88,8.8,0.248,0.49,101,negative
160,17.778,0.215,0.8,196,negative
92,13.143,0.292,0.907,122,negative
127,14.111,0.213,0.679,154,negative
1,0.1,0.9,1,1,positive
75,9.375,0.228,0.662,100,negative
119,17,0.285,0.872,158,negative
4,0.571,0.429,0.714,5,negative
41,41,0.39,1,15,negative
40,40,0.4,1,15,negative
42,42,0.405,1,16,negative
59,6.556,0.237,0.802,81,negative
1,0.125,1,1,1,positive
17,2.833,0.245,0.804,18,negative
120,15,0.25,0.748,145,negative
59,8.429,0.462,1,82,negative
125,17.857,0.29,0.735,160,negative
111,12.333,0.209,0.571,133,negative
164,23.429,0.281,0.838,202,negative
8,1.143,0.393,0.75,11,negative
40,40,0.4,1,15,negative
35,35,0.429,1,14,negative
31,4.429,0.336,0.834,48,negative
211,23.444,0.219,0.707,282,negative
93,10.333,0.229,0.734,122,negative
129,16.125,0.232,0.823,164,negative
7,1.167,0.333,0.952,10,negative
12,1.714,0.226,0.607,8,negative
88,9.778,0.263,0.726,131,negative
33,33,0.364,1,11,negative
63,63,0.952,1,3,positive
48,6,0.396,0.924,75,negative
38,5.429,0.41,0.91,60,negative
36,5.143,0.456,0.98,56,negative
76,10.857,0.301,0.859,116,negative
2,0.4,0.8,0.8,1,negative
56,8,0.143,0.401,36,negative
105,15,0.256,0.705,111,negative
53,7.571,0.089,0.245,22,negative
95,95,0.379,1,35,negative
75,8.333,0.194,0.698,90,negative
76,76,0.961,1,2,positive
20,2.5,0.263,0.613,21,negative
31,4.429,0.415,0.783,39,negative
98,10.889,0.285,0.645,122,negative
102,11.333,0.166,0.56,96,negative
21,3.5,0.238,0.738,19,negative
12,1.714,0.25,0.524,12,negative
69,8.625,0.261,0.879,98,negative
102,102,0.961,1,4,positive
77,9.625,0.232,0.731,97,negative
22,2.75,0.438,0.79,32,negative
62,8.857,0.272,0.963,81,negative
10,1.667,0.183,0.65,6,negative
7,1.167,0.333,0.738,6,negative
20,4,0.17,0.48,11,negative
91,91,0.352,1,31,negative
29,29,0.31,1,8,negative
17,2.429,0.16,0.739,11,negative
9,1.5,0.296,0.796,8,negative
56,11.2,0.121,0.471,26,negative
44,11,0.267,0.778,33,negative
128,25.6,0.759,0.764,3,positive
47,23.5,0.17,0.511,14,negative
22,22,0.318,1,6,negative
31,5.167,0.199,0.565,20,negative
8,2.667,0.333,0.875,6,negative
47,47,0.34,1,14,negative
44,4.889,0.412,0.795,66,negative
39,6.5,0.226,0.705,32,negative
8,1.143,0.214,0.625,7,negative
32,3.556,0.417,0.715,39,negative
50,8.333,0.24,0.63,41,negative
8,1.143,0.304,0.768,12,negative
77,77,0.325,1,24,negative
47,47,0.426,1,19,negative
42,42,0.381,1,15,negative
59,8.429,0.242,0.685,56,negative
82,13.667,0.104,0.303,39,negative
12,2.4,0.2,0.467,7,negative
58,11.6,0.09,0.259,22,negative
72,8,0.255,0.494,82,negative
45,45,0.356,1,15,negative
90,5.625,0.197,0.77,204,negative
2,0.286,0.643,0.714,1,positive
280,56,0.78,0.786,7,positive
296,4.418,0.088,0.285,1134,negative
117,14.625,0.201,0.698,130,negative
46,6.571,0.416,0.776,51,negative
126,15.75,0.209,0.573,146,negative
55,6.111,0.275,0.661,71,negative
158,22.571,0.211,0.552,146,negative
30,4.286,0.271,0.871,43,negative
49,5.444,0.252,0.739,69,negative
118,16.857,0.386,0.869,141,negative
18,3,0.343,0.926,21,negative
20,3.333,0.317,0.983,25,negative
75,10.714,0.263,0.71,91,negative
17,2.125,0.228,0.86,21,negative
106,6.625,0.192,0.593,218,negative
6,0.857,0.286,0.857,7,negative
28,4,0.286,0.781,36,negative
30,3.75,0.242,0.821,38,negative
70,10,0.265,0.976,93,negative
31,4.429,0.3,0.88,33,negative
54,6.75,0.188,0.78,53,negative
15,2.5,0.244,0.733,10,negative
180,22.5,0.199,0.724,219,negative
34,4.857,0.223,0.916,40,negative
34,4.857,0.252,1,42,negative
65,9.286,0.407,0.895,85,negative
98,10.889,0.185,0.662,103,negative
138,15.333,0.271,0.609,180,negative
7,1.167,0.452,1,8,negative
104,17.333,0.099,0.258,31,negative
261,29,0.183,0.718,302,negative
98,10.889,0.302,0.712,131,negative
253,63.25,0.129,0.66,93,negative
80,10,0.197,0.769,85,negative
180,22.5,0.213,0.794,220,negative
65,9.286,0.404,0.925,89,negative
285,28.5,0.175,0.598,315,negative
92,4,0.145,0.532,212,negative
222,24.667,0.202,0.711,266,negative
28,4,0.306,0.847,38,negative
26,3.714,0.302,0.863,29,negative
32,4,0.23,0.613,42,negative
52,5.778,0.203,0.626,69,negative
21,3,0.286,0.85,31,negative
6,1.2,0.233,1,5,negative
13,2.167,0.295,0.692,15,negative
19,3.8,0.316,0.916,20,negative
16,3.2,0.25,0.938,10,negative
2,0.019,0.529,0.533,1,positive
85,14.167,0.239,0.725,86,negative
28,5.6,0.307,0.821,31,negative
61,8.714,0.321,0.667,72,negative
2,0.4,0.7,0.7,1,positive
18,2.571,0.262,0.873,17,negative
59,9.833,0.237,0.881,61,negative
45,7.5,0.422,0.881,66,negative
27,3.857,0.259,0.688,34,negative
24,3,0.203,0.568,23,negative
22,3.143,0.097,0.403,11,negative
34,0.479,0.094,0.273,119,negative
42,8.4,0.257,0.838,37,negative
6,1.2,0.4,0.867,6,negative
15,3,0.093,0.347,5,negative
11,2.2,0.309,0.836,10,negative
35,5,0.245,0.804,44,negative
40,5.714,0.229,0.682,51,negative
85,10.625,0.238,0.687,111,negative
27,5.4,0.267,0.622,21,negative
12,2,0.319,1,15,negative
15,2.143,0.2,0.571,14,negative
14,2,0.357,0.939,19,negative
37,4.625,0.264,0.676,42,negative
40,6.667,0.221,0.621,37,negative
39,5.571,0.147,0.48,24,negative
69,8.625,0.216,0.643,83,negative
87,12.429,0.365,0.856,116,negative
40,5.714,0.25,0.832,44,negative
46,5.111,0.297,0.833,74,negative
17,2.429,0.319,0.933,27,negative
96,13.714,0.271,0.688,118,negative
15,2.143,0.181,0.61,7,negative
24,4.8,0.342,0.808,31,negative
39,4.875,0.205,0.712,47,negative
8,1.333,0.417,1,7,negative
42,5.25,0.259,0.756,50,negative
29,5.8,0.276,0.779,25,negative
28,4,0.27,0.75,39,negative
10,1.429,0.286,0.771,9,negative
6,1.2,0.433,1,8,negative
13,2.6,0.292,0.892,13,negative
18,3.6,0.322,1,20,negative
25,5,0.4,0.928,33,negative
39,7.8,0.338,0.903,49,negative
7,1.4,0.314,0.857,6,negative
108,15.429,0.362,0.807,130,negative
34,4.857,0.273,0.761,44,negative
110,6.471,0.175,0.603,224,negative
132,14.667,0.189,0.588,146,negative
427,38.818,0.566,0.57,14,positive
110,22,0.547,0.556,3,positive
552,50.182,0.816,0.816,1,positive
186,5.167,0.318,0.654,292,negative
7,1.167,0.714,0.857,1,negative
20,0.87,0.507,0.672,11,negative
227,5.974,0.304,0.648,370,negative
39,1.95,0.232,0.585,53,negative
20,0.909,0.28,0.57,23,negative
12,0.632,0.303,0.439,9,negative
112,7,0.305,0.879,201,negative
18,1.286,0.298,0.655,15,negative
119,11.9,0.202,0.842,151,negative
283,283,0.993,1,2,positive
184,184,0.967,1,4,positive
16,16,0.938,1,1,positive
60,5.455,0.271,0.85,91,negative
367,33.364,0.221,0.77,544,negative
17,1.889,0.333,0.895,24,negative
22,2.2,0.323,0.814,34,negative
550,183.33,0.329,0.375,20,positive
370,26.429,0.175,0.648,554,negative
412,29.429,0.179,0.671,651,negative
117,9.75,0.2,0.714,176,negative
348,26.769,0.195,0.743,537,negative
390,30,0.182,0.735,593,negative
302,25.167,0.199,0.795,429,negative
227,22.7,0.225,0.97,311,negative
17,1.7,0.224,0.729,16,negative
23,2.3,0.261,0.787,34,negative
235,235,0.923,1,8,positive
58,58,0.845,1,5,positive
12,12,0.667,1,2,positive
69,69,0.667,1,11,positive
107,107,0.869,1,5,positive
440,31.429,0.158,0.626,632,negative
311,25.917,0.195,0.781,443,negative
18,1.8,0.289,0.744,20,negative
22,2,0.281,0.669,35,negative
550,183.33,0.339,0.401,37,positive
94,9.4,0.286,1,151,negative
422,30.143,0.18,0.58,624,negative
311,23.923,0.216,0.759,537,negative
18,1.8,0.294,0.872,23,negative
23,2.3,0.313,0.891,30,negative
463,154.33,0.296,0.382,30,positive
85,85,0.882,1,6,positive
409,29.214,0.172,0.578,551,negative
337,25.923,0.185,0.751,514,negative
423,32.538,0.188,0.762,632,negative
18,2,0.309,0.901,19,negative
23,2.091,0.265,0.735,32,negative
8,8,1,1,1,positive
544,181.33,0.326,0.406,33,positive
357,32.455,0.215,0.823,546,negative
188,14.462,0.188,0.71,275,negative
377,29,0.178,0.746,548,negative
274,22.833,0.208,0.817,416,negative
20,2,0.29,0.795,23,negative
22,2.75,0.324,0.909,32,negative
19,9.5,0.184,0.553,2,negative
17,17,1,1,1,positive
206,206,0.99,1,1,positive
325,162.5,0.485,0.537,11,positive
348,24.857,0.169,0.676,526,negative
218,16.769,0.216,0.737,344,negative
207,17.25,0.2,0.699,292,negative
245,20.417,0.204,0.797,353,negative
20,2,0.275,0.91,29,negative
23,2.3,0.317,0.891,31,negative
8,8,1,1,1,positive
17,17,1,1,1,positive
277,277,0.993,1,2,positive
199,199,0.945,1,5,positive
44,3.385,0.171,0.712,61,negative
553,55.3,0.797,0.884,207,positive
67,1.634,0.441,0.529,36,negative
259,86.333,0.96,0.978,11,positive
5,1,0.72,0.72,1,negative
342,9,0.275,0.466,275,negative
109,13.625,0.271,0.864,129,negative
65,8.125,0.302,0.908,90,negative
79,9.875,0.316,0.975,111,negative
57,8.143,0.321,0.952,87,negative
34,34,0.471,1,15,positive
18,2.571,0.167,0.437,8,negative
137,15.222,0.235,0.693,171,negative
311,34.556,0.163,0.582,340,negative
96,16,0.238,0.778,99,negative
158,22.571,0.239,0.952,198,negative
299,33.222,0.226,0.705,385,negative
128,14.222,0.219,0.745,175,negative
319,39.875,0.174,0.692,353,negative
59,7.375,0.186,0.672,59,negative
41,5.857,0.261,0.885,57,negative
105,0.89,0.052,0.105,193,positive
100,50,0.46,0.505,8,positive
1,0.111,1,1,1,positive
52,26,0.231,0.529,16,positive
161,161,0.41,1,65,positive
167,1.057,0.16,0.276,511,positive
181,20.111,0.217,0.661,213,negative
302,37.75,0.211,0.73,356,negative
295,32.778,0.2,0.559,354,negative
42,5.25,0.271,0.813,59,negative
263,26.3,0.204,0.589,348,negative
309,38.625,0.186,0.644,325,negative
108,13.5,0.196,0.686,126,negative
43,6.143,0.219,0.983,52,negative
35,5,0.188,0.849,38,negative
22,22,0.591,1,5,negative
13,2.167,0.231,0.487,6,negative
134,14.889,0.216,0.68,158,negative
48,4.364,0.237,0.39,17,positive
321,35.667,0.154,0.553,339,negative
112,14,0.17,0.786,120,negative
65,9.286,0.215,0.798,71,negative
178,25.429,0.242,0.795,213,negative
268,29.778,0.132,0.534,258,negative
75,10.714,0.156,0.758,64,negative
231,25.667,0.196,0.637,274,negative
8,1.6,0.325,0.9,8,negative
183,22.875,0.185,0.76,190,negative
85,12.143,0.192,0.869,88,negative
70,10,0.371,0.971,96,negative
71,71,0.521,1,16,positive
20,20,0.55,1,8,positive
172,172,0.465,1,77,positive
92,13.143,0.309,0.896,106,negative
95,13.571,0.268,0.929,114,negative
86,12.286,0.281,0.958,109,negative
