Lenght,Eccen,P_black,P_and,Class
65,9.286,0.407,0.895,negative
98,10.889,0.185,0.662,negative
138,15.333,0.271,0.609,negative
7,1.167,0.452,1,negative
104,17.333,0.099,0.258,negative
261,29,0.183,0.718,negative
98,10.889,0.302,0.712,negative
253,63.25,0.129,0.66,negative
80,10,0.197,0.769,negative
180,22.5,0.213,0.794,negative
65,9.286,0.404,0.925,negative
285,28.5,0.175,0.598,negative
92,4,0.145,0.532,negative
222,24.667,0.202,0.711,negative
28,4,0.306,0.847,negative
26,3.714,0.302,0.863,negative
32,4,0.23,0.613,negative
52,5.778,0.203,0.626,negative
21,3,0.286,0.85,negative
6,1.2,0.233,1,negative
13,2.167,0.295,0.692,negative
19,3.8,0.316,0.916,negative
16,3.2,0.25,0.938,negative
2,0.019,0.529,0.533,positive
85,14.167,0.239,0.725,negative
28,5.6,0.307,0.821,negative
61,8.714,0.321,0.667,negative
2,0.4,0.7,0.7,positive
18,2.571,0.262,0.873,negative
59,9.833,0.237,0.881,negative
45,7.5,0.422,0.881,negative
27,3.857,0.259,0.688,negative
24,3,0.203,0.568,negative
22,3.143,0.097,0.403,negative
34,0.479,0.094,0.273,negative
42,8.4,0.257,0.838,negative
6,1.2,0.4,0.867,negative
15,3,0.093,0.347,negative
11,2.2,0.309,0.836,negative
35,5,0.245,0.804,negative
40,5.714,0.229,0.682,negative
85,10.625,0.238,0.687,negative
27,5.4,0.267,0.622,negative
12,2,0.319,1,negative
15,2.143,0.2,0.571,negative
14,2,0.357,0.939,negative
37,4.625,0.264,0.676,negative
40,6.667,0.221,0.621,negative
39,5.571,0.147,0.48,negative
69,8.625,0.216,0.643,negative
87,12.429,0.365,0.856,negative
40,5.714,0.25,0.832,negative
46,5.111,0.297,0.833,negative
17,2.429,0.319,0.933,negative
96,13.714,0.271,0.688,negative
15,2.143,0.181,0.61,negative
24,4.8,0.342,0.808,negative
39,4.875,0.205,0.712,negative
8,1.333,0.417,1,negative
42,5.25,0.259,0.756,negative
29,5.8,0.276,0.779,negative
28,4,0.27,0.75,negative
10,1.429,0.286,0.771,negative
6,1.2,0.433,1,negative
13,2.6,0.292,0.892,negative
18,3.6,0.322,1,negative
25,5,0.4,0.928,negative
39,7.8,0.338,0.903,negative
7,1.4,0.314,0.857,negative
108,15.429,0.362,0.807,negative
34,4.857,0.273,0.761,negative
110,6.471,0.175,0.603,negative
132,14.667,0.189,0.588,negative
427,38.818,0.566,0.57,positive
110,22,0.547,0.556,positive
552,50.182,0.816,0.816,positive
186,5.167,0.318,0.654,negative
7,1.167,0.714,0.857,negative
20,0.87,0.507,0.672,negative
227,5.974,0.304,0.648,negative
39,1.95,0.232,0.585,negative
20,0.909,0.28,0.57,negative
12,0.632,0.303,0.439,negative
112,7,0.305,0.879,negative
18,1.286,0.298,0.655,negative
119,11.9,0.202,0.842,negative
283,283,0.993,1,positive
184,184,0.967,1,positive
16,16,0.938,1,positive
60,5.455,0.271,0.85,negative
367,33.364,0.221,0.77,negative
17,1.889,0.333,0.895,negative
22,2.2,0.323,0.814,negative
550,183.33,0.329,0.375,positive
370,26.429,0.175,0.648,negative
412,29.429,0.179,0.671,negative
117,9.75,0.2,0.714,negative
348,26.769,0.195,0.743,negative
390,30,0.182,0.735,negative
302,25.167,0.199,0.795,negative
227,22.7,0.225,0.97,negative
17,1.7,0.224,0.729,negative
23,2.3,0.261,0.787,negative
235,235,0.923,1,positive
58,58,0.845,1,positive
12,12,0.667,1,positive
69,69,0.667,1,positive
107,107,0.869,1,positive
440,31.429,0.158,0.626,negative
311,25.917,0.195,0.781,negative
18,1.8,0.289,0.744,negative
22,2,0.281,0.669,negative
550,183.33,0.339,0.401,positive
94,9.4,0.286,1,negative
422,30.143,0.18,0.58,negative
311,23.923,0.216,0.759,negative
18,1.8,0.294,0.872,negative
23,2.3,0.313,0.891,negative
463,154.33,0.296,0.382,positive
85,85,0.882,1,positive
409,29.214,0.172,0.578,negative
337,25.923,0.185,0.751,negative
423,32.538,0.188,0.762,negative
18,2,0.309,0.901,negative
23,2.091,0.265,0.735,negative
8,8,1,1,positive
544,181.33,0.326,0.406,positive
357,32.455,0.215,0.823,negative
188,14.462,0.188,0.71,negative
377,29,0.178,0.746,negative
274,22.833,0.208,0.817,negative
20,2,0.29,0.795,negative
22,2.75,0.324,0.909,negative
19,9.5,0.184,0.553,negative
17,17,1,1,positive
206,206,0.99,1,positive
325,162.5,0.485,0.537,positive
348,24.857,0.169,0.676,negative
218,16.769,0.216,0.737,negative
207,17.25,0.2,0.699,negative
245,20.417,0.204,0.797,negative
20,2,0.275,0.91,negative
23,2.3,0.317,0.891,negative
8,8,1,1,positive
17,17,1,1,positive
277,277,0.993,1,positive
199,199,0.945,1,positive
44,3.385,0.171,0.712,negative
553,55.3,0.797,0.884,positive
67,1.634,0.441,0.529,negative
259,86.333,0.96,0.978,positive
5,1,0.72,0.72,negative
342,9,0.275,0.466,negative
109,13.625,0.271,0.864,negative
65,8.125,0.302,0.908,negative
79,9.875,0.316,0.975,negative
57,8.143,0.321,0.952,negative
34,34,0.471,1,positive
18,2.571,0.167,0.437,negative
137,15.222,0.235,0.693,negative
311,34.556,0.163,0.582,negative
96,16,0.238,0.778,negative
158,22.571,0.239,0.952,negative
299,33.222,0.226,0.705,negative
128,14.222,0.219,0.745,negative
319,39.875,0.174,0.692,negative
59,7.375,0.186,0.672,negative
41,5.857,0.261,0.885,negative
105,0.89,0.052,0.105,positive
100,50,0.46,0.505,positive
1,0.111,1,1,positive
52,26,0.231,0.529,positive
161,161,0.41,1,positive
167,1.057,0.16,0.276,positive
181,20.111,0.217,0.661,negative
302,37.75,0.211,0.73,negative
295,32.778,0.2,0.559,negative
42,5.25,0.271,0.813,negative
263,26.3,0.204,0.589,negative
309,38.625,0.186,0.644,negative
108,13.5,0.196,0.686,negative
43,6.143,0.219,0.983,negative
35,5,0.188,0.849,negative
22,22,0.591,1,negative
13,2.167,0.231,0.487,negative
134,14.889,0.216,0.68,negative
48,4.364,0.237,0.39,positive
321,35.667,0.154,0.553,negative
112,14,0.17,0.786,negative
65,9.286,0.215,0.798,negative
178,25.429,0.242,0.795,negative
268,29.778,0.132,0.534,negative
75,10.714,0.156,0.758,negative
231,25.667,0.196,0.637,negative
8,1.6,0.325,0.9,negative
183,22.875,0.185,0.76,negative
85,12.143,0.192,0.869,negative
70,10,0.371,0.971,negative
71,71,0.521,1,positive
20,20,0.55,1,positive
172,172,0.465,1,positive
92,13.143,0.309,0.896,negative
95,13.571,0.268,0.929,negative
86,12.286,0.281,0.958,negative
9,1.286,0.349,0.889,negative
60,8.571,0.286,0.886,negative
90,11.25,0.207,0.738,negative
42,6,0.262,0.738,negative
106,106,0.434,1,positive
288,288,0.424,1,positive
74,10.571,0.16,0.83,negative
263,43.833,0.124,0.66,negative
19,3.8,0.211,0.779,negative
106,17.667,0.129,0.835,negative
346,43.25,0.144,0.581,negative
135,22.5,0.21,0.736,negative
346,49.429,0.173,0.716,negative
135,19.286,0.114,0.528,negative
326,54.333,0.213,0.716,negative
135,19.286,0.202,0.732,negative
340,42.5,0.183,0.736,negative
123,17.571,0.139,0.674,negative
346,49.429,0.159,0.749,negative
343,49,0.213,0.772,negative
19,3.167,0.184,0.781,negative
91,13,0.179,0.816,negative
346,49.429,0.185,0.731,negative
346,43.25,0.166,0.66,negative
346,49.429,0.167,0.707,negative
342,42.75,0.163,0.622,negative
63,12.6,0.21,0.914,negative
89,17.8,0.169,0.717,negative
42,6,0.143,0.714,negative
12,2.4,0.2,0.583,negative
10,2.5,0.3,0.65,negative
19,0.95,0.495,0.713,negative
30,1.5,0.433,0.597,negative
18,0.9,0.489,0.583,negative
16,0.8,0.5,0.572,negative
32,1.6,0.43,0.555,negative
82,2.929,0.271,0.39,negative
45,1.607,0.368,0.54,negative
28,1.474,0.588,0.912,negative
8,8,1,1,positive
95,95,1,1,positive
67,67,0.985,1,positive
10,10,1,1,positive
21,2.625,0.482,0.827,negative
32,4,0.402,0.496,negative
45,5.625,0.492,0.722,negative
28,3.5,0.438,0.496,negative
42,6,0.405,0.976,negative
22,2.75,0.398,0.79,negative
341,20.059,0.935,0.998,positive
41,5.125,0.265,0.616,negative
4,0.667,0.417,0.5,negative
10,1.429,0.3,0.743,negative
155,11.071,0.303,0.639,negative
10,1,0.56,0.91,negative
138,138,1,1,positive
180,5.455,0.236,0.611,negative
10,1.111,0.344,0.533,negative
342,20.118,0.916,0.996,positive
67,6.7,0.291,0.588,negative
82,8.2,0.3,0.832,negative
153,6.12,0.255,0.611,negative
11,1,0.537,0.876,negative
38,4.222,0.211,0.561,negative
126,126,0.992,1,positive
33,3.667,0.347,0.929,negative
7,0.778,0.349,0.603,negative
29,3.222,0.31,0.686,negative
155,19.375,0.366,0.964,negative
115,9.583,0.256,0.572,negative
31,3.1,0.281,0.606,negative
36,3.6,0.356,0.672,negative
9,1.286,0.444,0.825,negative
13,2.167,0.538,0.923,negative
342,19,0.847,0.897,positive
39,3.25,0.282,0.487,negative
28,2.333,0.265,0.592,negative
33,2.75,0.391,0.793,negative
1,0.143,1,1,positive
303,27.545,0.183,0.268,negative
5,0.455,0.655,0.727,negative
303,27.545,0.151,0.2,negative
10,0.909,0.436,0.927,negative
11,1,0.455,0.876,negative
121,12.1,0.268,0.664,negative
25,12.5,0.36,1,positive
24,12,0.354,1,positive
21,10.5,0.452,1,positive
22,11,0.477,1,positive
102,7.286,0.356,0.709,negative
11,1,0.43,0.802,negative
196,196,0.98,1,positive
90,8.182,0.385,0.882,negative
10,1,0.57,0.91,negative
1,0.1,1,1,positive
1,0.125,1,1,positive
98,7,0.308,0.768,negative
12,1.2,0.55,0.875,negative
199,99.5,0.485,0.508,positive
104,9.455,0.394,0.824,negative
84,6,0.261,0.623,negative
41,4.1,0.463,0.968,negative
137,12.455,0.317,0.652,negative
11,1,0.438,0.868,negative
159,159,0.994,1,positive
64,5.818,0.395,0.558,negative
21,2.1,0.457,0.933,negative
12,1.091,0.432,0.674,negative
199,199,0.99,1,positive
57,0.95,0.46,0.831,negative
52,1.368,0.452,0.911,negative
127,3.342,0.464,0.87,negative
96,2.526,0.431,0.836,negative
69,1.816,0.476,0.839,negative
5,0.139,0.656,0.817,negative
1,0.143,1,1,positive
231,28.875,0.872,0.882,positive
141,10.071,0.278,0.67,negative
12,1.091,0.5,0.841,negative
187,13.357,0.265,0.477,negative
11,1,0.455,0.818,negative
70,70,1,1,positive
14,14,1,1,positive
183,18.3,0.267,0.682,negative
151,16.778,0.257,0.941,negative
170,17,0.261,0.709,negative
156,14.182,0.224,0.71,negative
115,11.5,0.24,0.758,negative
1,0.143,1,1,positive
1,0.111,1,1,positive
87,8.7,0.375,0.764,negative
11,1.1,0.491,0.845,negative
26,3.25,0.293,0.596,negative
70,70,0.943,1,positive
9,9,1,1,positive
125,8.929,0.289,0.734,negative
57,6.333,0.285,0.91,negative
208,9.455,0.203,0.555,negative
47,4.7,0.481,0.991,negative
12,1.091,0.492,0.75,negative
65,5.909,0.178,0.662,negative
45,5,0.306,0.6,negative
131,131,0.977,1,positive
165,16.5,0.258,0.695,negative
168,15.273,0.234,0.723,negative
147,13.364,0.32,0.607,negative
12,1.091,0.5,0.818,negative
119,10.818,0.268,0.678,negative
62,31,0.452,0.565,positive
147,13.364,0.257,0.761,negative
193,17.545,0.243,0.683,negative
20,20,0.85,1,positive
87,87,0.92,1,positive
279,279,0.964,1,positive
16,16,1,1,positive
524,131,0.542,0.603,positive
4,0.571,0.714,0.929,negative
95,15.833,0.3,0.911,negative
41,5.857,0.213,0.801,negative
