Height,Lenght,Eccen,P_black,P_and,Blackand,Wb_trans,Class
8,22,2.75,0.375,0.909,160,37,negative
10,120,12,0.279,0.765,918,197,negative
9,64,7.111,0.177,0.479,276,44,negative
7,53,7.571,0.342,0.58,215,53,negative
8,33,4.125,0.436,0.886,234,61,negative
9,42,4.667,0.325,0.823,311,72,negative
7,13,1.857,0.429,0.945,86,19,negative
7,18,2.571,0.397,0.984,124,28,negative
7,19,2.714,0.451,0.97,129,22,negative
7,4,0.571,0.536,1,28,3,negative
7,20,2.857,0.407,0.929,130,29,negative
9,29,3.222,0.307,0.648,169,41,negative
9,46,5.111,0.316,0.857,355,76,negative
8,13,1.625,0.365,0.933,97,23,negative
8,12,1.5,0.385,0.698,67,15,negative
8,50,6.25,0.36,0.728,291,73,negative
7,9,1.286,0.365,0.698,44,14,negative
10,27,2.7,0.3,0.644,174,41,negative
7,41,5.857,0.422,1,287,70,negative
9,18,2,0.327,0.765,124,29,negative
5,7,1.4,0.686,1,35,8,negative
5,14,2.8,0.543,0.929,65,19,negative
5,27,5.4,0.548,1,135,34,negative
5,7,1.4,0.6,1,35,9,negative
5,15,3,0.547,0.947,71,20,negative
8,32,4,0.375,0.98,251,46,negative
8,5,0.625,0.525,1,40,7,negative
8,26,3.25,0.37,0.822,171,44,negative
8,25,3.125,0.38,0.795,159,42,negative
8,52,6.5,0.38,0.88,366,84,negative
8,15,1.875,0.425,0.925,111,26,negative
8,24,3,0.375,0.964,185,40,negative
8,22,2.75,0.426,1,176,31,negative
10,119,11.9,0.275,0.665,791,178,negative
10,34,3.4,0.303,0.8,272,57,negative
8,7,0.875,0.518,1,56,11,negative
8,63,7.875,0.333,0.734,370,106,negative
6,8,1.333,0.5,1,48,11,negative
6,7,1.167,0.5,1,42,12,negative
11,261,23.727,0.231,0.596,1711,354,negative
8,15,1.875,0.458,0.95,114,25,negative
10,157,15.7,0.233,0.565,887,222,negative
10,171,17.1,0.126,0.452,773,121,negative
5,16,3.2,0.563,0.925,74,17,negative
8,108,13.5,0.348,0.868,750,182,negative
10,44,4.4,0.35,0.957,421,81,negative
8,24,3,0.385,0.969,186,41,negative
8,26,3.25,0.24,0.563,117,20,negative
10,52,5.2,0.269,0.85,442,70,negative
8,43,5.375,0.34,0.892,307,64,negative
8,5,0.625,0.475,1,40,8,negative
8,6,0.75,0.417,0.917,44,9,negative
8,9,1.125,0.389,0.792,57,14,negative
8,12,1.5,0.396,0.844,81,18,negative
7,20,2.857,0.429,1,140,31,negative
7,16,2.286,0.438,0.857,96,24,negative
10,36,3.6,0.264,0.711,256,51,negative
9,56,6.222,0.327,0.688,347,85,negative
6,7,1.167,0.452,0.833,35,9,negative
11,97,8.818,0.266,0.635,678,139,negative
10,9,0.9,0.344,0.856,77,18,negative
10,37,3.7,0.33,0.897,332,61,negative
10,14,1.4,0.314,0.9,126,23,negative
10,40,4,0.295,0.683,273,57,negative
10,41,4.1,0.266,0.539,221,55,negative
10,212,21.2,0.24,0.61,1293,274,negative
10,45,4.5,0.282,0.718,323,69,negative
8,18,2.25,0.403,1,144,36,negative
8,38,4.75,0.339,0.766,233,59,negative
7,45,6.429,0.381,0.771,243,54,negative
6,16,2.667,0.49,0.844,81,24,negative
9,40,4.444,0.275,0.875,315,62,negative
10,20,2,0.375,0.855,171,33,negative
8,16,2,0.406,0.93,119,31,negative
8,21,2.625,0.417,0.958,161,36,negative
8,7,0.875,0.357,0.964,54,11,negative
8,4,0.5,0.406,0.781,25,6,negative
8,32,4,0.387,0.895,229,61,negative
10,23,2.3,0.343,0.791,182,42,negative
7,9,1.286,0.397,0.841,53,9,negative
9,33,3.667,0.36,0.818,243,53,negative
6,4,0.667,0.5,0.75,18,2,negative
11,262,23.818,0.251,0.677,1951,391,negative
11,132,12,0.189,0.44,639,134,negative
8,168,21,0.32,0.909,1222,245,negative
8,9,1.125,0.278,0.5,36,7,negative
8,31,3.875,0.347,0.734,182,48,negative
7,72,10.286,0.405,0.845,426,110,negative
8,14,1.75,0.42,0.786,88,25,negative
9,39,4.333,0.308,0.709,249,64,negative
10,23,2.3,0.37,0.83,191,37,negative
7,31,4.429,0.396,0.862,187,41,negative
7,14,2,0.408,0.939,92,16,negative
7,9,1.286,0.429,0.667,42,9,negative
8,33,4.125,0.375,0.83,219,52,negative
7,18,2.571,0.413,0.952,120,28,negative
7,3,0.429,0.571,1,21,4,negative
8,28,3.5,0.397,0.996,223,43,negative
8,16,2,0.367,0.969,124,25,negative
8,6,0.75,0.313,0.792,38,5,negative
10,39,3.9,0.31,0.779,304,62,negative
10,22,2.2,0.332,0.714,157,34,negative
11,262,23.818,0.238,0.57,1643,373,negative
8,29,3.625,0.341,0.78,181,41,negative
10,45,4.5,0.296,0.584,263,65,negative
7,6,0.857,0.548,0.952,40,9,negative
7,31,4.429,0.461,0.922,200,47,negative
5,15,3,0.56,0.92,69,19,negative
10,261,26.1,0.264,0.679,1771,390,negative
10,100,10,0.267,0.724,724,147,negative
10,93,9.3,0.268,0.784,729,140,negative
10,59,5.9,0.251,0.763,450,87,negative
10,78,7.8,0.255,0.751,586,113,negative
8,25,3.125,0.3,0.59,118,27,negative
10,43,4.3,0.256,0.707,304,61,negative
9,10,1.111,0.389,0.889,80,18,negative
8,3,0.375,0.5,1,24,4,negative
8,36,4.5,0.323,0.781,225,50,negative
8,18,2.25,0.174,0.458,66,10,negative
8,7,0.875,0.339,0.964,54,14,negative
8,14,1.75,0.402,1,112,29,negative
8,46,5.75,0.356,0.957,352,73,negative
7,22,3.143,0.396,1,154,33,negative
7,20,2.857,0.464,0.986,138,28,negative
8,48,6,0.354,0.865,332,72,negative
7,9,1.286,0.46,0.889,56,12,negative
7,35,5,0.404,0.939,230,52,negative
7,8,1.143,0.411,0.714,40,10,negative
7,11,1.571,0.455,0.974,75,20,negative
7,25,3.571,0.349,0.737,129,27,negative
8,119,14.875,0.337,0.92,876,189,negative
8,39,4.875,0.304,0.756,236,69,negative
7,20,2.857,0.336,0.707,99,21,negative
7,4,0.571,0.393,1,28,5,negative
7,6,0.857,0.357,1,42,9,negative
10,35,3.5,0.091,0.157,55,12,negative
7,49,7,0.318,0.612,210,57,negative
7,3,0.429,0.571,1,21,3,negative
7,23,3.286,0.348,1,161,41,negative
5,23,4.6,0.452,0.913,105,29,negative
11,112,10.182,0.217,0.469,578,154,negative
8,23,2.875,0.321,0.897,165,39,negative
10,116,11.6,0.246,0.759,881,178,negative
10,25,2.5,0.332,0.772,193,44,negative
8,40,5,0.347,0.913,292,68,negative
10,48,4.8,0.3,0.556,267,67,negative
8,12,1.5,0.427,0.75,72,20,negative
8,18,2.25,0.354,0.757,109,31,negative
8,24,3,0.328,0.625,120,36,negative
8,16,2,0.383,0.781,100,29,negative
8,33,4.125,0.371,0.678,179,52,negative
8,53,6.625,0.38,0.915,388,86,negative
10,22,2.2,0.318,0.777,171,39,negative
10,176,17.6,0.257,0.583,1026,263,negative
7,12,1.714,0.405,0.988,83,21,negative
8,25,3.125,0.355,0.88,176,41,negative
7,36,5.143,0.409,0.861,217,56,negative
8,43,5.375,0.326,0.75,258,62,negative
7,12,1.714,0.452,0.952,80,19,negative
7,16,2.286,0.42,0.768,86,24,negative
10,22,2.2,0.277,0.595,131,35,negative
8,41,5.125,0.323,0.643,211,64,negative
6,8,1.333,0.458,0.729,35,9,negative
22,67,3.045,0.221,0.919,1354,112,negative
86,67,0.779,0.164,0.935,5386,399,positive
15,67,4.467,0.293,0.607,610,82,negative
12,69,5.75,0.407,0.833,690,107,negative
27,106,3.926,0.261,0.478,1368,137,negative
13,225,17.308,0.253,0.893,2612,226,negative
13,38,2.923,0.314,0.957,473,43,negative
24,177,7.375,0.508,0.927,3939,268,negative
24,280,11.667,0.449,0.904,6072,389,negative
25,185,7.4,0.479,0.95,4395,306,negative
25,291,11.64,0.466,0.957,6963,462,negative
9,73,8.111,0.376,0.846,556,94,negative
8,98,12.25,0.221,0.874,685,122,negative
9,111,12.333,0.188,0.769,768,126,negative
7,63,9,0.317,0.991,437,82,negative
101,99,0.98,0.14,0.778,7780,691,positive
28,32,1.143,0.459,0.73,654,69,negative
7,214,30.571,0.449,0.899,1346,243,negative
8,82,10.25,0.396,0.713,468,99,negative
9,179,19.889,0.341,0.745,1200,229,negative
8,106,13.25,0.358,0.698,592,133,negative
9,103,11.444,0.369,0.877,813,134,negative
9,123,13.667,0.346,0.74,819,173,negative
10,184,18.4,0.325,0.626,1152,232,negative
9,165,18.333,0.337,0.713,1059,197,negative
2,536,268,0.505,0.512,549,3,positive
8,353,44.125,0.07,0.292,825,165,negative
7,144,20.571,0.092,0.384,387,75,negative
7,11,1.571,0.234,0.545,42,7,negative
2,536,268,0.538,0.737,790,19,positive
8,233,29.125,0.262,0.838,1562,309,negative
6,32,5.333,0.286,0.891,171,39,negative
10,509,50.9,0.097,0.388,1974,401,negative
3,9,3,0.296,0.667,18,4,negative
1,13,13,0.769,1,13,2,negative
9,304,33.778,0.202,0.749,2049,419,negative
7,51,7.286,0.207,0.969,346,65,negative
7,13,1.857,0.286,0.934,85,16,negative
1,88,88,0.193,1,88,17,negative
9,132,14.667,0.168,0.693,823,149,negative
7,13,1.857,0.242,0.912,83,15,negative
9,268,29.778,0.183,0.686,1654,341,negative
9,509,56.556,0.123,0.501,2297,448,negative
7,13,1.857,0.264,0.879,80,13,negative
2,535,267.5,0.564,0.614,657,15,positive
5,81,16.2,0.311,0.968,392,97,negative
9,347,38.556,0.111,0.433,1351,275,negative
8,150,18.75,0.158,0.594,713,154,negative
6,12,2,0.278,1,72,9,negative
2,536,268,0.537,0.622,667,24,positive
7,91,13,0.334,0.975,621,121,negative
5,31,6.2,0.361,0.974,151,36,negative
9,510,56.667,0.149,0.541,2484,561,negative
7,12,1.714,0.226,0.786,66,10,negative
9,465,51.667,0.157,0.644,2694,532,negative
8,135,16.875,0.131,0.671,725,116,negative
7,11,1.571,0.234,0.935,72,11,negative
2,19,9.5,0.184,0.789,30,5,negative
1,35,35,0.2,1,35,6,negative
1,89,89,0.191,1,89,16,negative
1,40,40,0.175,1,40,6,negative
2,536,268,0.498,0.533,571,13,positive
4,7,1.75,0.286,0.571,16,1,negative
6,82,13.667,0.274,0.925,455,97,negative
8,280,35,0.191,0.709,1589,333,negative
8,69,8.625,0.098,0.344,190,39,negative
6,12,2,0.292,0.778,56,13,negative
9,343,38.111,0.162,0.677,2091,401,negative
7,80,11.429,0.102,0.468,262,41,negative
7,13,1.857,0.308,0.978,89,18,negative
1,60,60,0.217,1,60,12,negative
8,344,43,0.216,0.838,2307,486,negative
8,103,12.875,0.142,0.62,511,100,negative
6,13,2.167,0.282,0.808,63,14,negative
9,331,36.778,0.126,0.527,1570,308,negative
8,109,13.625,0.109,0.508,443,76,negative
7,13,1.857,0.198,0.846,77,8,negative
9,532,59.111,0.154,0.642,3073,572,negative
5,13,2.6,0.154,0.662,43,1,negative
9,510,56.667,0.137,0.636,2918,506,negative
6,13,2.167,0.256,0.974,76,13,negative
9,508,56.444,0.164,0.69,3154,614,negative
9,518,57.556,0.096,0.429,2001,360,negative
4,12,3,0.25,0.792,38,4,negative
8,145,18.125,0.156,0.773,897,146,negative
9,283,31.444,0.186,0.727,1852,389,negative
9,453,50.333,0.08,0.363,1478,269,negative
7,66,9.429,0.171,0.903,417,53,negative
2,535,267.5,0.648,0.92,984,59,positive
13,57,4.385,0.745,1,741,48,negative
13,226,17.385,0.258,0.971,2852,243,negative
13,38,2.923,0.33,0.98,484,42,negative
30,60,2,0.154,0.457,823,150,positive
5,98,19.6,0.341,0.639,313,78,negative
5,4,0.8,0.4,0.7,14,3,negative
24,176,7.333,0.496,0.969,4094,267,negative
24,280,11.667,0.456,0.913,6134,400,negative
5,4,0.8,0.4,0.4,8,1,negative
5,5,1,0.36,0.56,14,3,negative
25,186,7.44,0.478,0.953,4433,310,negative
25,291,11.64,0.456,0.934,6796,455,negative
8,73,9.125,0.433,0.875,511,92,negative
7,100,14.286,0.283,0.987,691,118,negative
7,63,9,0.288,0.991,437,79,negative
8,110,13.75,0.23,0.872,767,122,negative
28,31,1.107,0.492,0.745,647,57,positive
7,214,30.571,0.461,0.865,1296,234,negative
6,4,0.667,0.417,0.583,14,2,negative
4,4,1,0.5,0.5,8,1,negative
8,82,10.25,0.418,0.753,494,109,negative
5,4,0.8,0.35,0.6,12,3,negative
9,180,20,0.374,0.759,1230,212,negative
9,107,11.889,0.357,0.693,667,141,negative
8,102,12.75,0.403,0.929,758,122,negative
8,123,15.375,0.402,0.75,738,146,negative
4,4,1,0.438,0.438,7,1,negative
9,185,20.556,0.398,0.783,1303,238,negative
9,166,18.444,0.392,0.75,1120,190,negative
5,4,0.8,0.45,0.45,9,1,negative
2,536,268,0.532,0.558,598,19,positive
5,31,6.2,0.355,0.974,151,37,negative
8,84,10.5,0.229,0.689,463,110,negative
9,240,26.667,0.179,0.605,1307,306,negative
9,272,30.222,0.137,0.532,1303,252,negative
9,148,16.444,0.194,0.685,912,189,negative
9,535,59.444,0.126,0.444,2136,469,negative
9,508,56.444,0.188,0.597,2731,579,negative
7,519,74.143,0.073,0.394,1431,215,negative
9,535,59.444,0.088,0.318,1530,310,negative
10,508,50.8,0.1,0.343,1742,372,negative
7,163,23.286,0.212,0.831,948,185,negative
9,101,11.222,0.211,0.816,742,140,negative
9,508,56.444,0.16,0.52,2379,563,negative
9,520,57.778,0.081,0.308,1441,276,negative
2,535,267.5,0.545,0.629,673,24,positive
6,81,13.5,0.282,0.957,465,102,negative
8,148,18.5,0.208,0.725,858,198,negative
9,534,59.333,0.134,0.503,2419,482,negative
9,306,34,0.192,0.751,2069,378,negative
8,174,21.75,0.161,0.72,1002,172,negative
9,534,59.333,0.131,0.516,2482,479,negative
10,534,53.4,0.132,0.519,2771,548,negative
9,267,29.667,0.131,0.517,1242,234,negative
8,196,24.5,0.142,0.644,1010,159,negative
9,534,59.333,0.184,0.733,3524,661,negative
9,534,59.333,0.102,0.417,2005,351,negative
8,101,12.625,0.222,0.834,674,139,negative
9,275,30.556,0.202,0.717,1775,359,negative
7,197,28.143,0.072,0.326,450,66,negative
3,536,178.67,0.341,0.353,567,9,positive
32,106,3.313,0.198,0.395,1341,147,positive
14,298,21.286,0.207,0.71,2962,247,negative
13,38,2.923,0.332,0.935,462,41,negative
24,468,19.5,0.472,0.922,10359,689,negative
25,491,19.64,0.454,0.937,11502,773,negative
8,75,9.375,0.423,0.87,522,84,negative
7,95,13.571,0.296,0.982,653,120,negative
7,61,8.714,0.319,0.988,422,77,negative
9,108,12,0.222,0.778,756,125,negative
28,32,1.143,0.481,0.742,665,58,positive
8,214,26.75,0.421,0.807,1382,248,negative
8,83,10.375,0.404,0.741,492,104,negative
8,107,13.375,0.381,0.77,659,136,negative
9,180,20,0.343,0.738,1196,225,negative
9,248,27.556,0.33,0.727,1622,308,negative
9,103,11.444,0.383,0.825,765,129,negative
9,169,18.778,0.353,0.742,1129,212,negative
10,185,18.5,0.36,0.688,1272,237,negative
3,470,156.67,0.352,0.387,545,21,positive
2,64,32,0.43,0.602,77,14,positive
6,29,4.833,0.368,0.954,166,37,negative
8,150,18.75,0.205,0.628,753,187,negative
8,275,34.375,0.209,0.737,1621,351,negative
9,245,27.222,0.16,0.607,1338,254,negative
9,508,56.444,0.184,0.705,3224,640,negative
7,256,36.571,0.135,0.603,1081,178,negative
1,249,249,0.173,1,249,42,negative
9,534,59.333,0.163,0.633,3043,585,negative
10,508,50.8,0.131,0.51,2593,527,negative
8,508,63.5,0.092,0.393,1599,290,negative
9,69,7.667,0.209,0.808,502,94,negative
8,532,66.5,0.192,0.72,3066,636,negative
6,103,17.167,0.248,0.909,562,124,negative
8,274,34.25,0.15,0.583,1277,244,negative
7,150,21.429,0.178,0.774,813,138,negative
7,34,4.857,0.282,0.782,186,45,negative
9,533,59.222,0.167,0.592,2841,596,negative
6,62,10.333,0.234,0.852,317,64,negative
9,274,30.444,0.158,0.58,1431,298,negative
7,193,27.571,0.206,0.813,1099,203,negative
9,107,11.889,0.191,0.739,712,135,negative
9,464,51.556,0.158,0.55,2297,505,negative
8,256,32,0.124,0.563,1153,200,negative
1,263,263,0.152,1,263,39,negative
10,499,49.9,0.147,0.631,3150,575,negative
7,305,43.571,0.109,0.501,1069,191,negative
1,200,200,0.13,1,200,25,negative
1,277,277,1,1,277,1,positive
1,257,257,1,1,257,1,positive
7,147,21,0.215,0.956,984,173,negative
32,350,10.938,0.142,0.402,4497,401,positive
13,37,2.846,0.322,0.992,477,44,negative
25,471,18.84,0.449,0.886,10437,678,negative
25,495,19.8,0.464,0.952,11777,784,negative
8,59,7.375,0.381,0.873,412,65,negative
7,96,13.714,0.314,0.988,664,119,negative
8,62,7.75,0.296,0.869,431,81,negative
9,109,12.111,0.219,0.779,764,129,negative
29,31,1.069,0.463,0.726,653,60,positive
7,216,30.857,0.458,0.856,1294,223,negative
8,83,10.375,0.437,0.866,575,115,negative
9,182,20.222,0.378,0.789,1292,210,negative
9,108,12,0.329,0.691,672,141,negative
10,249,24.9,0.294,0.636,1584,315,negative
8,103,12.875,0.425,0.933,769,129,negative
9,187,20.778,0.42,0.786,1323,233,negative
9,170,18.889,0.371,0.766,1172,218,negative
2,537,268.5,0.507,0.528,567,3,positive
6,29,4.833,0.42,0.937,163,38,negative
8,152,19,0.199,0.677,823,191,negative
8,535,66.875,0.164,0.6,2566,520,negative
9,535,59.444,0.173,0.667,3214,613,negative
9,535,59.444,0.191,0.788,3793,676,negative
9,535,59.444,0.146,0.634,3052,534,negative
9,534,59.333,0.14,0.518,2491,507,negative
8,69,8.625,0.234,0.683,377,84,negative
9,138,15.333,0.155,0.717,890,144,negative
9,218,24.222,0.148,0.582,1141,203,negative
2,537,268.5,0.594,0.655,703,30,positive
6,76,12.667,0.353,0.961,438,108,negative
7,152,21.714,0.214,0.73,777,179,negative
9,284,31.556,0.141,0.601,1537,286,negative
7,228,32.571,0.154,0.548,875,175,negative
9,535,59.444,0.118,0.482,2323,432,negative
10,535,53.5,0.113,0.458,2448,447,negative
10,535,53.5,0.166,0.681,3646,671,negative
9,536,59.556,0.154,0.602,2904,547,negative
9,533,59.222,0.166,0.803,3853,612,negative
3,537,179,0.345,0.405,652,25,positive
9,349,38.778,0.125,0.453,1422,306,negative
2,537,268.5,0.51,0.534,574,11,positive
31,105,3.387,0.242,0.456,1485,161,positive
14,38,2.714,0.227,0.844,449,41,negative
13,228,17.538,0.264,0.942,2791,238,negative
24,471,19.625,0.474,0.921,10409,679,negative
25,494,19.76,0.462,0.93,11482,776,negative
8,62,7.75,0.361,0.877,435,59,negative
8,96,12,0.276,0.883,678,120,negative
8,62,7.75,0.308,0.948,470,80,negative
9,109,12.111,0.219,0.774,759,127,negative
28,32,1.143,0.488,0.743,666,62,positive
7,215,30.714,0.548,0.997,1500,246,negative
9,83,9.222,0.376,0.687,513,113,negative
9,181,20.111,0.361,0.74,1205,213,negative
8,107,13.375,0.363,0.734,628,139,negative
9,102,11.333,0.386,0.895,822,128,negative
9,250,27.778,0.347,0.737,1659,320,negative
9,185,20.556,0.386,0.686,1142,227,negative
9,169,18.778,0.343,0.696,1058,200,negative
2,98,49,0.48,0.653,128,10,positive
2,415,207.5,0.505,0.578,480,25,positive
2,63,31.5,0.341,0.508,64,4,positive
5,29,5.8,0.4,0.966,140,36,negative
9,151,16.778,0.184,0.5,679,178,negative
9,535,59.444,0.163,0.6,2887,561,negative
9,535,59.444,0.184,0.676,3257,596,negative
9,279,31,0.097,0.339,851,181,negative
8,233,29.125,0.151,0.665,1239,207,negative
9,510,56.667,0.148,0.537,2465,513,negative
8,525,65.625,0.095,0.444,1865,297,negative
9,536,59.556,0.189,0.813,3924,662,negative
9,536,59.556,0.091,0.358,1725,320,negative
9,299,33.222,0.133,0.574,1545,274,negative
9,217,24.111,0.168,0.686,1339,235,negative
9,102,11.333,0.183,0.804,738,132,negative
9,535,59.444,0.136,0.498,2399,470,negative
7,86,12.286,0.244,0.831,500,116,negative
9,505,56.111,0.189,0.626,2847,654,negative
2,475,237.5,0.504,0.544,517,5,positive
2,99,49.5,0.253,0.616,122,11,positive
6,75,12.5,0.356,0.973,438,109,negative
8,61,7.625,0.207,0.803,392,77,negative
10,336,33.6,0.163,0.623,2094,415,negative
7,155,22.143,0.178,0.614,666,132,negative
9,535,59.444,0.165,0.636,3063,573,negative
8,298,37.25,0.138,0.592,1412,278,negative
7,219,31.286,0.182,0.798,1224,222,negative
8,299,37.375,0.186,0.687,1643,338,negative
9,219,24.333,0.109,0.538,1060,150,negative
2,537,268.5,0.52,0.621,667,21,positive
8,198,24.75,0.215,0.832,1318,260,negative
5,13,2.6,0.338,0.723,47,10,negative
1,537,537,1,1,537,1,positive
31,105,3.387,0.224,0.417,1358,136,positive
13,228,17.538,0.24,0.933,2765,235,negative
13,37,2.846,0.306,0.933,449,41,negative
24,178,7.417,0.483,0.933,3987,258,negative
24,282,11.75,0.443,0.878,5944,384,negative
26,294,11.308,0.453,0.917,7010,456,negative
24,186,7.75,0.505,0.989,4413,305,negative
7,101,14.429,0.501,0.973,688,111,negative
7,96,13.714,0.274,0.982,660,115,negative
7,61,8.714,0.321,0.965,412,77,negative
8,109,13.625,0.2,0.854,745,125,negative
28,32,1.143,0.462,0.722,647,59,positive
8,215,26.875,0.404,0.789,1357,239,negative
8,83,10.375,0.393,0.7,465,108,negative
9,181,20.111,0.35,0.773,1260,216,negative
9,108,12,0.345,0.645,627,137,negative
9,103,11.444,0.357,0.864,801,134,negative
9,250,27.778,0.305,0.711,1600,314,negative
8,186,23.25,0.399,0.812,1208,234,negative
9,169,18.778,0.333,0.726,1104,220,negative
1,63,63,1,1,63,1,positive
1,186,186,0.828,1,186,17,positive
1,214,214,1,1,214,1,positive
5,29,5.8,0.317,0.952,138,33,negative
8,151,18.875,0.174,0.627,758,178,negative
10,251,25.1,0.151,0.567,1423,293,negative
7,262,37.429,0.152,0.684,1254,218,negative
9,207,23,0.177,0.632,1178,255,negative
9,262,29.111,0.089,0.43,1015,176,negative
9,280,31.111,0.165,0.684,1724,336,negative
8,209,26.125,0.173,0.828,1384,228,negative
9,103,11.444,0.164,0.771,715,125,negative
9,270,30,0.111,0.495,1204,213,negative
7,198,28.286,0.17,0.713,988,174,negative
8,343,42.875,0.129,0.605,1661,294,negative
7,175,25,0.186,0.906,1110,188,negative
9,492,54.667,0.132,0.541,2397,476,negative
9,174,19.333,0.15,0.738,1156,193,negative
1,143,143,0.133,1,143,18,negative
1,109,109,0.183,1,109,19,negative
9,535,59.444,0.106,0.47,2262,422,negative
10,86,8.6,0.145,0.637,548,103,negative
10,219,21.9,0.153,0.601,1317,270,negative
7,59,8.429,0.15,0.576,238,45,negative
1,123,123,0.163,1,123,19,negative
7,62,8.857,0.189,0.756,328,64,negative
9,314,34.889,0.156,0.587,1659,352,negative
7,80,11.429,0.155,0.698,391,74,negative
1,62,62,0.984,1,62,1,positive
1,148,148,0.986,1,148,2,positive
1,278,278,0.946,1,278,9,positive
5,75,15,0.269,0.979,367,83,negative
9,151,16.778,0.139,0.549,746,162,negative
10,251,25.1,0.141,0.621,1559,287,negative
7,141,20.143,0.163,0.787,777,139,negative
1,60,60,0.2,1,60,11,negative
9,127,14.111,0.174,0.718,821,155,negative
8,199,24.875,0.115,0.575,915,155,negative
1,89,89,0.169,1,89,14,negative
8,175,21.875,0.156,0.882,1235,183,negative
8,203,25.375,0.149,0.767,1246,191,negative
1,36,36,0.222,1,36,7,negative
8,69,8.625,0.159,0.772,426,68,negative
10,318,31.8,0.128,0.511,1625,344,negative
7,141,20.143,0.16,0.757,747,135,negative
10,250,25,0.12,0.603,1507,253,negative
7,198,28.286,0.055,0.359,498,62,negative
1,26,26,1,1,26,1,positive
1,13,13,1,1,13,1,positive
1,145,145,0.972,1,145,4,positive
1,36,36,0.306,1,36,6,positive
1,81,81,0.901,1,81,3,positive
1,187,187,0.963,1,187,7,positive
7,148,21.143,0.184,0.816,845,159,negative
31,37,1.194,0.189,0.555,637,105,positive
14,57,4.071,0.714,0.94,750,48,negative
13,138,10.615,0.232,0.697,1251,108,negative
13,104,8,0.246,0.699,945,82,negative
13,38,2.923,0.285,0.907,448,39,negative
25,178,7.12,0.49,0.896,3988,276,negative
24,187,7.792,0.485,0.918,4122,267,negative
24,84,3.5,0.474,0.872,1758,110,negative
25,187,7.48,0.486,0.939,4390,306,negative
25,294,11.76,0.471,0.907,6663,448,negative
8,86,10.75,0.494,0.945,650,129,negative
8,101,12.625,0.29,0.978,790,137,negative
8,63,7.875,0.321,0.954,481,89,negative
9,108,12,0.247,0.855,831,142,negative
28,32,1.143,0.501,0.744,667,64,negative
8,215,26.875,0.416,0.808,1389,243,negative
9,84,9.333,0.329,0.632,478,120,negative
9,183,20.333,0.327,0.744,1225,239,negative
9,110,12.222,0.311,0.627,621,148,negative
9,105,11.667,0.334,0.869,821,144,negative
9,249,27.667,0.301,0.739,1655,344,negative
9,191,21.222,0.328,0.747,1284,264,negative
9,168,18.667,0.315,0.697,1054,221,negative
2,538,269,0.519,0.684,736,16,positive
8,511,63.875,0.084,0.338,1380,261,negative
7,14,2,0.296,0.786,77,10,negative
2,538,269,0.637,0.703,756,23,positive
6,32,5.333,0.365,0.958,184,42,negative
10,176,17.6,0.181,0.552,972,235,negative
9,510,56.667,0.075,0.288,1323,241,negative
8,15,1.875,0.25,0.808,97,14,negative
10,309,30.9,0.2,0.73,2257,441,negative
8,187,23.375,0.155,0.747,1118,168,negative
8,14,1.75,0.286,0.884,99,12,negative
10,511,51.1,0.161,0.634,3238,575,negative
8,14,1.75,0.25,0.786,88,9,negative
8,40,5,0.281,0.872,279,62,negative
