Height,Lenght,Eccen,P_black,P_and,Blackpix,Blackand,Wb_trans,Class
25,185,7.4,0.479,0.95,2214,4395,306,negative
25,291,11.64,0.466,0.957,3392,6963,462,negative
9,73,8.111,0.376,0.846,247,556,94,negative
8,98,12.25,0.221,0.874,173,685,122,negative
9,111,12.333,0.188,0.769,188,768,126,negative
7,63,9,0.317,0.991,140,437,82,negative
101,99,0.98,0.14,0.778,1398,7780,691,positive
28,32,1.143,0.459,0.73,411,654,69,negative
7,214,30.571,0.449,0.899,672,1346,243,negative
8,82,10.25,0.396,0.713,260,468,99,negative
9,179,19.889,0.341,0.745,550,1200,229,negative
8,106,13.25,0.358,0.698,304,592,133,negative
9,103,11.444,0.369,0.877,342,813,134,negative
9,123,13.667,0.346,0.74,383,819,173,negative
10,184,18.4,0.325,0.626,598,1152,232,negative
9,165,18.333,0.337,0.713,501,1059,197,negative
2,536,268,0.505,0.512,541,549,3,positive
8,353,44.125,0.07,0.292,197,825,165,negative
7,144,20.571,0.092,0.384,93,387,75,negative
7,11,1.571,0.234,0.545,18,42,7,negative
2,536,268,0.538,0.737,577,790,19,positive
8,233,29.125,0.262,0.838,488,1562,309,negative
6,32,5.333,0.286,0.891,55,171,39,negative
10,509,50.9,0.097,0.388,492,1974,401,negative
3,9,3,0.296,0.667,8,18,4,negative
1,13,13,0.769,1,10,13,2,negative
9,304,33.778,0.202,0.749,554,2049,419,negative
7,51,7.286,0.207,0.969,74,346,65,negative
7,13,1.857,0.286,0.934,26,85,16,negative
1,88,88,0.193,1,17,88,17,negative
9,132,14.667,0.168,0.693,199,823,149,negative
7,13,1.857,0.242,0.912,22,83,15,negative
9,268,29.778,0.183,0.686,441,1654,341,negative
9,509,56.556,0.123,0.501,563,2297,448,negative
7,13,1.857,0.264,0.879,24,80,13,negative
2,535,267.5,0.564,0.614,603,657,15,positive
5,81,16.2,0.311,0.968,126,392,97,negative
9,347,38.556,0.111,0.433,347,1351,275,negative
8,150,18.75,0.158,0.594,189,713,154,negative
6,12,2,0.278,1,20,72,9,negative
2,536,268,0.537,0.622,576,667,24,positive
7,91,13,0.334,0.975,213,621,121,negative
5,31,6.2,0.361,0.974,56,151,36,negative
9,510,56.667,0.149,0.541,686,2484,561,negative
7,12,1.714,0.226,0.786,19,66,10,negative
9,465,51.667,0.157,0.644,658,2694,532,negative
8,135,16.875,0.131,0.671,142,725,116,negative
7,11,1.571,0.234,0.935,18,72,11,negative
2,19,9.5,0.184,0.789,7,30,5,negative
1,35,35,0.2,1,7,35,6,negative
1,89,89,0.191,1,17,89,16,negative
1,40,40,0.175,1,7,40,6,negative
2,536,268,0.498,0.533,534,571,13,positive
4,7,1.75,0.286,0.571,8,16,1,negative
6,82,13.667,0.274,0.925,135,455,97,negative
8,280,35,0.191,0.709,427,1589,333,negative
8,69,8.625,0.098,0.344,54,190,39,negative
6,12,2,0.292,0.778,21,56,13,negative
9,343,38.111,0.162,0.677,499,2091,401,negative
7,80,11.429,0.102,0.468,57,262,41,negative
7,13,1.857,0.308,0.978,28,89,18,negative
1,60,60,0.217,1,13,60,12,negative
8,344,43,0.216,0.838,595,2307,486,negative
8,103,12.875,0.142,0.62,117,511,100,negative
6,13,2.167,0.282,0.808,22,63,14,negative
9,331,36.778,0.126,0.527,374,1570,308,negative
8,109,13.625,0.109,0.508,95,443,76,negative
7,13,1.857,0.198,0.846,18,77,8,negative
9,532,59.111,0.154,0.642,736,3073,572,negative
5,13,2.6,0.154,0.662,10,43,1,negative
9,510,56.667,0.137,0.636,629,2918,506,negative
6,13,2.167,0.256,0.974,20,76,13,negative
9,508,56.444,0.164,0.69,748,3154,614,negative
9,518,57.556,0.096,0.429,449,2001,360,negative
4,12,3,0.25,0.792,12,38,4,negative
8,145,18.125,0.156,0.773,181,897,146,negative
9,283,31.444,0.186,0.727,474,1852,389,negative
9,453,50.333,0.08,0.363,326,1478,269,negative
7,66,9.429,0.171,0.903,79,417,53,negative
2,535,267.5,0.648,0.92,693,984,59,positive
13,57,4.385,0.745,1,552,741,48,negative
13,226,17.385,0.258,0.971,759,2852,243,negative
13,38,2.923,0.33,0.98,163,484,42,negative
30,60,2,0.154,0.457,278,823,150,positive
5,98,19.6,0.341,0.639,167,313,78,negative
5,4,0.8,0.4,0.7,8,14,3,negative
24,176,7.333,0.496,0.969,2096,4094,267,negative
24,280,11.667,0.456,0.913,3064,6134,400,negative
5,4,0.8,0.4,0.4,8,8,1,negative
5,5,1,0.36,0.56,9,14,3,negative
25,186,7.44,0.478,0.953,2221,4433,310,negative
25,291,11.64,0.456,0.934,3315,6796,455,negative
8,73,9.125,0.433,0.875,253,511,92,negative
7,100,14.286,0.283,0.987,198,691,118,negative
7,63,9,0.288,0.991,127,437,79,negative
8,110,13.75,0.23,0.872,202,767,122,negative
28,31,1.107,0.492,0.745,427,647,57,positive
7,214,30.571,0.461,0.865,691,1296,234,negative
6,4,0.667,0.417,0.583,10,14,2,negative
4,4,1,0.5,0.5,8,8,1,negative
8,82,10.25,0.418,0.753,274,494,109,negative
5,4,0.8,0.35,0.6,7,12,3,negative
9,180,20,0.374,0.759,606,1230,212,negative
9,107,11.889,0.357,0.693,344,667,141,negative
8,102,12.75,0.403,0.929,329,758,122,negative
8,123,15.375,0.402,0.75,396,738,146,negative
4,4,1,0.438,0.438,7,7,1,negative
9,185,20.556,0.398,0.783,663,1303,238,negative
9,166,18.444,0.392,0.75,585,1120,190,negative
5,4,0.8,0.45,0.45,9,9,1,negative
2,536,268,0.532,0.558,570,598,19,positive
5,31,6.2,0.355,0.974,55,151,37,negative
8,84,10.5,0.229,0.689,154,463,110,negative
9,240,26.667,0.179,0.605,386,1307,306,negative
9,272,30.222,0.137,0.532,336,1303,252,negative
9,148,16.444,0.194,0.685,258,912,189,negative
9,535,59.444,0.126,0.444,606,2136,469,negative
9,508,56.444,0.188,0.597,861,2731,579,negative
7,519,74.143,0.073,0.394,265,1431,215,negative
9,535,59.444,0.088,0.318,425,1530,310,negative
10,508,50.8,0.1,0.343,506,1742,372,negative
7,163,23.286,0.212,0.831,242,948,185,negative
9,101,11.222,0.211,0.816,192,742,140,negative
9,508,56.444,0.16,0.52,732,2379,563,negative
9,520,57.778,0.081,0.308,378,1441,276,negative
2,535,267.5,0.545,0.629,583,673,24,positive
6,81,13.5,0.282,0.957,137,465,102,negative
8,148,18.5,0.208,0.725,246,858,198,negative
9,534,59.333,0.134,0.503,644,2419,482,negative
9,306,34,0.192,0.751,530,2069,378,negative
8,174,21.75,0.161,0.72,224,1002,172,negative
9,534,59.333,0.131,0.516,629,2482,479,negative
10,534,53.4,0.132,0.519,703,2771,548,negative
9,267,29.667,0.131,0.517,315,1242,234,negative
8,196,24.5,0.142,0.644,222,1010,159,negative
9,534,59.333,0.184,0.733,884,3524,661,negative
9,534,59.333,0.102,0.417,491,2005,351,negative
8,101,12.625,0.222,0.834,179,674,139,negative
9,275,30.556,0.202,0.717,500,1775,359,negative
7,197,28.143,0.072,0.326,99,450,66,negative
3,536,178.67,0.341,0.353,549,567,9,positive
32,106,3.313,0.198,0.395,671,1341,147,positive
14,298,21.286,0.207,0.71,862,2962,247,negative
13,38,2.923,0.332,0.935,164,462,41,negative
24,468,19.5,0.472,0.922,5296,10359,689,negative
25,491,19.64,0.454,0.937,5572,11502,773,negative
8,75,9.375,0.423,0.87,254,522,84,negative
7,95,13.571,0.296,0.982,197,653,120,negative
7,61,8.714,0.319,0.988,136,422,77,negative
9,108,12,0.222,0.778,216,756,125,negative
28,32,1.143,0.481,0.742,431,665,58,positive
8,214,26.75,0.421,0.807,720,1382,248,negative
8,83,10.375,0.404,0.741,268,492,104,negative
8,107,13.375,0.381,0.77,326,659,136,negative
9,180,20,0.343,0.738,555,1196,225,negative
9,248,27.556,0.33,0.727,737,1622,308,negative
9,103,11.444,0.383,0.825,355,765,129,negative
9,169,18.778,0.353,0.742,537,1129,212,negative
10,185,18.5,0.36,0.688,666,1272,237,negative
3,470,156.67,0.352,0.387,496,545,21,positive
2,64,32,0.43,0.602,55,77,14,positive
6,29,4.833,0.368,0.954,64,166,37,negative
8,150,18.75,0.205,0.628,246,753,187,negative
8,275,34.375,0.209,0.737,460,1621,351,negative
9,245,27.222,0.16,0.607,353,1338,254,negative
9,508,56.444,0.184,0.705,840,3224,640,negative
7,256,36.571,0.135,0.603,242,1081,178,negative
1,249,249,0.173,1,43,249,42,negative
9,534,59.333,0.163,0.633,784,3043,585,negative
10,508,50.8,0.131,0.51,667,2593,527,negative
8,508,63.5,0.092,0.393,372,1599,290,negative
9,69,7.667,0.209,0.808,130,502,94,negative
8,532,66.5,0.192,0.72,816,3066,636,negative
6,103,17.167,0.248,0.909,153,562,124,negative
8,274,34.25,0.15,0.583,329,1277,244,negative
7,150,21.429,0.178,0.774,187,813,138,negative
7,34,4.857,0.282,0.782,67,186,45,negative
9,533,59.222,0.167,0.592,799,2841,596,negative
6,62,10.333,0.234,0.852,87,317,64,negative
9,274,30.444,0.158,0.58,390,1431,298,negative
7,193,27.571,0.206,0.813,278,1099,203,negative
9,107,11.889,0.191,0.739,184,712,135,negative
9,464,51.556,0.158,0.55,658,2297,505,negative
8,256,32,0.124,0.563,253,1153,200,negative
1,263,263,0.152,1,40,263,39,negative
10,499,49.9,0.147,0.631,733,3150,575,negative
7,305,43.571,0.109,0.501,232,1069,191,negative
1,200,200,0.13,1,26,200,25,negative
1,277,277,1,1,277,277,1,positive
1,257,257,1,1,257,257,1,positive
7,147,21,0.215,0.956,221,984,173,negative
32,350,10.938,0.142,0.402,1588,4497,401,positive
13,37,2.846,0.322,0.992,155,477,44,negative
25,471,18.84,0.449,0.886,5290,10437,678,negative
25,495,19.8,0.464,0.952,5748,11777,784,negative
8,59,7.375,0.381,0.873,180,412,65,negative
7,96,13.714,0.314,0.988,211,664,119,negative
8,62,7.75,0.296,0.869,147,431,81,negative
9,109,12.111,0.219,0.779,215,764,129,negative
29,31,1.069,0.463,0.726,416,653,60,positive
7,216,30.857,0.458,0.856,693,1294,223,negative
8,83,10.375,0.437,0.866,290,575,115,negative
9,182,20.222,0.378,0.789,619,1292,210,negative
9,108,12,0.329,0.691,320,672,141,negative
10,249,24.9,0.294,0.636,731,1584,315,negative
8,103,12.875,0.425,0.933,350,769,129,negative
9,187,20.778,0.42,0.786,707,1323,233,negative
9,170,18.889,0.371,0.766,567,1172,218,negative
2,537,268.5,0.507,0.528,544,567,3,positive
6,29,4.833,0.42,0.937,73,163,38,negative
8,152,19,0.199,0.677,242,823,191,negative
8,535,66.875,0.164,0.6,704,2566,520,negative
9,535,59.444,0.173,0.667,832,3214,613,negative
9,535,59.444,0.191,0.788,921,3793,676,negative
9,535,59.444,0.146,0.634,704,3052,534,negative
9,534,59.333,0.14,0.518,671,2491,507,negative
8,69,8.625,0.234,0.683,129,377,84,negative
9,138,15.333,0.155,0.717,193,890,144,negative
9,218,24.222,0.148,0.582,290,1141,203,negative
2,537,268.5,0.594,0.655,638,703,30,positive
6,76,12.667,0.353,0.961,161,438,108,negative
7,152,21.714,0.214,0.73,228,777,179,negative
9,284,31.556,0.141,0.601,361,1537,286,negative
7,228,32.571,0.154,0.548,245,875,175,negative
9,535,59.444,0.118,0.482,566,2323,432,negative
10,535,53.5,0.113,0.458,606,2448,447,negative
10,535,53.5,0.166,0.681,889,3646,671,negative
9,536,59.556,0.154,0.602,743,2904,547,negative
9,533,59.222,0.166,0.803,797,3853,612,negative
3,537,179,0.345,0.405,556,652,25,positive
9,349,38.778,0.125,0.453,394,1422,306,negative
2,537,268.5,0.51,0.534,548,574,11,positive
31,105,3.387,0.242,0.456,787,1485,161,positive
14,38,2.714,0.227,0.844,121,449,41,negative
13,228,17.538,0.264,0.942,783,2791,238,negative
24,471,19.625,0.474,0.921,5363,10409,679,negative
25,494,19.76,0.462,0.93,5707,11482,776,negative
8,62,7.75,0.361,0.877,179,435,59,negative
8,96,12,0.276,0.883,212,678,120,negative
8,62,7.75,0.308,0.948,153,470,80,negative
9,109,12.111,0.219,0.774,215,759,127,negative
28,32,1.143,0.488,0.743,437,666,62,positive
7,215,30.714,0.548,0.997,824,1500,246,negative
9,83,9.222,0.376,0.687,281,513,113,negative
9,181,20.111,0.361,0.74,588,1205,213,negative
8,107,13.375,0.363,0.734,311,628,139,negative
9,102,11.333,0.386,0.895,354,822,128,negative
9,250,27.778,0.347,0.737,781,1659,320,negative
9,185,20.556,0.386,0.686,643,1142,227,negative
9,169,18.778,0.343,0.696,522,1058,200,negative
2,98,49,0.48,0.653,94,128,10,positive
2,415,207.5,0.505,0.578,419,480,25,positive
2,63,31.5,0.341,0.508,43,64,4,positive
5,29,5.8,0.4,0.966,58,140,36,negative
9,151,16.778,0.184,0.5,250,679,178,negative
9,535,59.444,0.163,0.6,786,2887,561,negative
9,535,59.444,0.184,0.676,887,3257,596,negative
9,279,31,0.097,0.339,243,851,181,negative
8,233,29.125,0.151,0.665,282,1239,207,negative
9,510,56.667,0.148,0.537,681,2465,513,negative
8,525,65.625,0.095,0.444,398,1865,297,negative
9,536,59.556,0.189,0.813,913,3924,662,negative
9,536,59.556,0.091,0.358,441,1725,320,negative
9,299,33.222,0.133,0.574,358,1545,274,negative
9,217,24.111,0.168,0.686,329,1339,235,negative
9,102,11.333,0.183,0.804,168,738,132,negative
9,535,59.444,0.136,0.498,655,2399,470,negative
7,86,12.286,0.244,0.831,147,500,116,negative
9,505,56.111,0.189,0.626,861,2847,654,negative
2,475,237.5,0.504,0.544,479,517,5,positive
2,99,49.5,0.253,0.616,50,122,11,positive
6,75,12.5,0.356,0.973,160,438,109,negative
8,61,7.625,0.207,0.803,101,392,77,negative
10,336,33.6,0.163,0.623,549,2094,415,negative
7,155,22.143,0.178,0.614,193,666,132,negative
9,535,59.444,0.165,0.636,793,3063,573,negative
8,298,37.25,0.138,0.592,329,1412,278,negative
7,219,31.286,0.182,0.798,279,1224,222,negative
8,299,37.375,0.186,0.687,446,1643,338,negative
9,219,24.333,0.109,0.538,215,1060,150,negative
2,537,268.5,0.52,0.621,558,667,21,positive
8,198,24.75,0.215,0.832,341,1318,260,negative
5,13,2.6,0.338,0.723,22,47,10,negative
1,537,537,1,1,537,537,1,positive
31,105,3.387,0.224,0.417,728,1358,136,positive
13,228,17.538,0.24,0.933,710,2765,235,negative
13,37,2.846,0.306,0.933,147,449,41,negative
24,178,7.417,0.483,0.933,2063,3987,258,negative
24,282,11.75,0.443,0.878,2995,5944,384,negative
26,294,11.308,0.453,0.917,3464,7010,456,negative
24,186,7.75,0.505,0.989,2256,4413,305,negative
7,101,14.429,0.501,0.973,354,688,111,negative
7,96,13.714,0.274,0.982,184,660,115,negative
7,61,8.714,0.321,0.965,137,412,77,negative
8,109,13.625,0.2,0.854,174,745,125,negative
28,32,1.143,0.462,0.722,414,647,59,positive
8,215,26.875,0.404,0.789,695,1357,239,negative
8,83,10.375,0.393,0.7,261,465,108,negative
9,181,20.111,0.35,0.773,570,1260,216,negative
9,108,12,0.345,0.645,335,627,137,negative
9,103,11.444,0.357,0.864,331,801,134,negative
9,250,27.778,0.305,0.711,686,1600,314,negative
8,186,23.25,0.399,0.812,593,1208,234,negative
9,169,18.778,0.333,0.726,507,1104,220,negative
1,63,63,1,1,63,63,1,positive
1,186,186,0.828,1,154,186,17,positive
1,214,214,1,1,214,214,1,positive
5,29,5.8,0.317,0.952,46,138,33,negative
8,151,18.875,0.174,0.627,210,758,178,negative
10,251,25.1,0.151,0.567,378,1423,293,negative
7,262,37.429,0.152,0.684,279,1254,218,negative
9,207,23,0.177,0.632,330,1178,255,negative
9,262,29.111,0.089,0.43,210,1015,176,negative
9,280,31.111,0.165,0.684,415,1724,336,negative
8,209,26.125,0.173,0.828,290,1384,228,negative
9,103,11.444,0.164,0.771,152,715,125,negative
9,270,30,0.111,0.495,270,1204,213,negative
7,198,28.286,0.17,0.713,236,988,174,negative
8,343,42.875,0.129,0.605,354,1661,294,negative
7,175,25,0.186,0.906,228,1110,188,negative
9,492,54.667,0.132,0.541,583,2397,476,negative
9,174,19.333,0.15,0.738,235,1156,193,negative
1,143,143,0.133,1,19,143,18,negative
1,109,109,0.183,1,20,109,19,negative
9,535,59.444,0.106,0.47,510,2262,422,negative
10,86,8.6,0.145,0.637,125,548,103,negative
10,219,21.9,0.153,0.601,334,1317,270,negative
7,59,8.429,0.15,0.576,62,238,45,negative
1,123,123,0.163,1,20,123,19,negative
7,62,8.857,0.189,0.756,82,328,64,negative
9,314,34.889,0.156,0.587,440,1659,352,negative
7,80,11.429,0.155,0.698,87,391,74,negative
1,62,62,0.984,1,61,62,1,positive
1,148,148,0.986,1,146,148,2,positive
1,278,278,0.946,1,263,278,9,positive
5,75,15,0.269,0.979,101,367,83,negative
9,151,16.778,0.139,0.549,189,746,162,negative
10,251,25.1,0.141,0.621,354,1559,287,negative
7,141,20.143,0.163,0.787,161,777,139,negative
1,60,60,0.2,1,12,60,11,negative
9,127,14.111,0.174,0.718,199,821,155,negative
8,199,24.875,0.115,0.575,183,915,155,negative
1,89,89,0.169,1,15,89,14,negative
8,175,21.875,0.156,0.882,219,1235,183,negative
8,203,25.375,0.149,0.767,242,1246,191,negative
1,36,36,0.222,1,8,36,7,negative
8,69,8.625,0.159,0.772,88,426,68,negative
10,318,31.8,0.128,0.511,406,1625,344,negative
7,141,20.143,0.16,0.757,158,747,135,negative
10,250,25,0.12,0.603,301,1507,253,negative
7,198,28.286,0.055,0.359,76,498,62,negative
1,26,26,1,1,26,26,1,positive
1,13,13,1,1,13,13,1,positive
1,145,145,0.972,1,141,145,4,positive
1,36,36,0.306,1,11,36,6,positive
1,81,81,0.901,1,73,81,3,positive
1,187,187,0.963,1,180,187,7,positive
7,148,21.143,0.184,0.816,191,845,159,negative
31,37,1.194,0.189,0.555,217,637,105,positive
14,57,4.071,0.714,0.94,570,750,48,negative
13,138,10.615,0.232,0.697,417,1251,108,negative
13,104,8,0.246,0.699,332,945,82,negative
13,38,2.923,0.285,0.907,141,448,39,negative
25,178,7.12,0.49,0.896,2181,3988,276,negative
24,187,7.792,0.485,0.918,2178,4122,267,negative
24,84,3.5,0.474,0.872,956,1758,110,negative
25,187,7.48,0.486,0.939,2272,4390,306,negative
25,294,11.76,0.471,0.907,3459,6663,448,negative
8,86,10.75,0.494,0.945,340,650,129,negative
8,101,12.625,0.29,0.978,234,790,137,negative
8,63,7.875,0.321,0.954,162,481,89,negative
9,108,12,0.247,0.855,240,831,142,negative
28,32,1.143,0.501,0.744,449,667,64,negative
8,215,26.875,0.416,0.808,715,1389,243,negative
9,84,9.333,0.329,0.632,249,478,120,negative
9,183,20.333,0.327,0.744,538,1225,239,negative
9,110,12.222,0.311,0.627,308,621,148,negative
9,105,11.667,0.334,0.869,316,821,144,negative
9,249,27.667,0.301,0.739,674,1655,344,negative
9,191,21.222,0.328,0.747,564,1284,264,negative
9,168,18.667,0.315,0.697,476,1054,221,negative
2,538,269,0.519,0.684,558,736,16,positive
8,511,63.875,0.084,0.338,343,1380,261,negative
7,14,2,0.296,0.786,29,77,10,negative
2,538,269,0.637,0.703,685,756,23,positive
6,32,5.333,0.365,0.958,70,184,42,negative
10,176,17.6,0.181,0.552,319,972,235,negative
9,510,56.667,0.075,0.288,346,1323,241,negative
8,15,1.875,0.25,0.808,30,97,14,negative
10,309,30.9,0.2,0.73,618,2257,441,negative
8,187,23.375,0.155,0.747,232,1118,168,negative
8,14,1.75,0.286,0.884,32,99,12,negative
10,511,51.1,0.161,0.634,822,3238,575,negative
8,14,1.75,0.25,0.786,28,88,9,negative
8,40,5,0.281,0.872,90,279,62,negative
11,511,46.455,0.17,0.538,956,3023,671,negative
8,15,1.875,0.325,0.833,39,100,21,negative
10,511,51.1,0.115,0.414,588,2114,385,negative
8,15,1.875,0.267,0.767,32,92,14,negative
10,83,8.3,0.208,0.667,173,554,120,negative
10,474,47.4,0.187,0.578,886,2740,585,negative
7,45,6.429,0.254,0.813,80,256,57,negative
7,14,2,0.316,0.776,31,76,14,negative
10,137,13.7,0.191,0.693,261,949,187,negative
13,375,28.846,0.154,0.519,751,2531,521,negative
8,38,4.75,0.128,0.444,39,135,21,negative
9,129,14.333,0.169,0.647,196,751,139,negative
8,15,1.875,0.317,0.742,38,89,19,negative
8,73,9.125,0.235,0.803,137,469,93,negative
10,510,51,0.162,0.537,827,2741,564,negative
7,15,2.143,0.4,0.924,42,97,28,negative
9,107,11.889,0.209,0.778,201,749,146,negative
10,511,51.1,0.141,0.542,721,2772,532,negative
8,15,1.875,0.292,0.808,35,97,19,negative
2,537,268.5,0.538,0.555,578,596,7,positive
6,83,13.833,0.329,0.823,164,410,104,negative
9,175,19.444,0.177,0.624,279,983,222,negative
10,511,51.1,0.158,0.625,805,3194,596,negative
8,15,1.875,0.283,0.65,34,78,15,negative
10,508,50.8,0.16,0.628,813,3189,578,negative
9,490,54.444,0.067,0.323,297,1425,212,negative
8,14,1.75,0.295,0.857,33,96,18,negative
7,41,5.857,0.254,0.697,73,200,51,negative
10,510,51,0.163,0.542,832,2763,612,negative
9,195,21.667,0.126,0.383,221,673,144,negative
8,195,24.375,0.175,0.965,273,1506,221,negative
7,13,1.857,0.374,1,34,91,18,negative
2,69,34.5,0.087,0.507,12,70,10,negative
3,538,179.33,0.37,0.424,597,685,27,positive
8,114,14.25,0.116,0.408,106,372,73,negative
7,14,2,0.316,0.908,31,89,16,negative
3,537,179,0.353,0.364,569,587,8,positive
14,57,4.071,0.742,0.97,592,774,49,negative
14,227,16.214,0.237,0.839,754,2667,226,negative
13,38,2.923,0.324,0.935,160,462,42,negative
28,61,2.179,0.172,0.509,294,870,149,positive
4,98,24.5,0.523,0.98,205,384,96,negative
24,177,7.375,0.514,0.961,2182,4082,272,negative
24,281,11.708,0.468,0.903,3155,6088,397,negative
25,186,7.44,0.485,0.942,2253,4379,305,negative
25,292,11.68,0.479,0.954,3496,6967,461,negative
8,57,7.125,0.434,0.958,198,437,68,negative
9,111,12.333,0.218,0.81,218,809,128,negative
7,100,14.286,0.279,0.98,195,686,120,negative
7,63,9,0.338,0.998,149,440,83,negative
28,31,1.107,0.508,0.767,441,666,59,positive
7,215,30.714,0.538,0.993,810,1495,253,negative
9,82,9.111,0.383,0.641,283,473,108,negative
9,181,20.111,0.375,0.738,611,1202,211,negative
9,106,11.778,0.373,0.649,356,619,127,negative
9,102,11.333,0.404,0.893,371,820,132,negative
8,124,15.5,0.427,0.847,424,840,163,negative
9,185,20.556,0.417,0.786,694,1309,222,negative
9,166,18.444,0.386,0.75,576,1121,195,negative
2,537,268.5,0.621,0.747,667,802,40,positive
5,31,6.2,0.419,0.948,65,147,34,negative
7,34,4.857,0.265,0.748,63,178,45,negative
9,511,56.778,0.164,0.509,755,2339,530,negative
7,173,24.714,0.207,0.86,251,1042,187,negative
1,167,167,0.192,1,32,167,31,negative
2,21,10.5,0.167,0.643,7,27,5,negative
9,148,16.444,0.198,0.77,264,1025,198,negative
9,535,59.444,0.192,0.658,926,3167,654,negative
10,506,50.6,0.15,0.589,758,2980,564,negative
7,521,74.429,0.091,0.386,333,1409,260,negative
9,536,59.556,0.126,0.493,609,2377,456,negative
7,53,7.571,0.267,0.679,99,252,63,negative
9,352,39.111,0.205,0.692,651,2193,486,negative
9,171,19,0.121,0.574,186,884,138,negative
9,102,11.333,0.193,0.768,177,705,137,negative
9,194,21.556,0.191,0.691,333,1207,238,negative
9,256,28.444,0.099,0.446,227,1027,167,negative
1,60,60,0.2,1,12,60,11,negative
2,537,268.5,0.538,0.594,578,638,18,positive
6,80,13.333,0.352,0.96,169,461,112,negative
8,148,18.5,0.196,0.718,232,850,181,negative
9,510,56.667,0.161,0.595,740,2732,566,negative
8,218,27.25,0.144,0.574,252,1001,195,negative
2,279,139.5,0.075,0.545,42,304,40,negative
9,301,33.444,0.178,0.694,482,1881,371,negative
7,218,31.143,0.142,0.623,216,951,171,negative
9,534,59.333,0.169,0.667,811,3208,607,negative
9,213,23.667,0.203,0.784,390,1503,276,negative
7,143,20.429,0.113,0.528,113,529,77,negative
10,317,31.7,0.124,0.484,392,1535,298,negative
7,205,29.286,0.109,0.573,156,822,124,negative
9,194,21.556,0.169,0.597,295,1043,215,negative
7,245,35,0.143,0.608,246,1042,175,negative
1,65,65,0.2,1,13,65,12,negative
9,180,20,0.16,0.523,259,847,186,negative
9,172,19.111,0.171,0.731,265,1131,202,negative
8,72,9,0.198,0.736,114,424,91,negative
8,158,19.75,0.102,0.346,129,437,97,negative
7,92,13.143,0.143,0.713,92,459,63,negative
1,45,45,0.2,1,9,45,8,negative
8,102,12.75,0.212,0.884,173,721,138,negative
9,535,59.444,0.156,0.688,752,3312,555,negative
7,151,21.571,0.077,0.434,81,459,61,negative
9,363,40.333,0.128,0.532,417,1738,326,negative
2,537,268.5,0.556,0.655,597,704,24,positive
14,57,4.071,0.727,0.951,580,759,49,negative
14,150,10.714,0.225,0.681,472,1430,114,negative
13,104,8,0.198,0.639,268,864,78,negative
13,38,2.923,0.334,0.937,165,463,42,negative
30,61,2.033,0.157,0.483,288,884,153,positive
4,99,24.75,0.503,0.942,199,373,83,negative
25,178,7.12,0.475,0.873,2115,3885,266,negative
