job,day,month,duration,Class
housemaid,11,aug,155,negative
technician,11,aug,145,negative
management,11,aug,77,negative
technician,11,aug,210,negative
technician,11,aug,106,negative
entrepreneur,11,aug,105,negative
technician,11,aug,98,negative
management,11,aug,588,negative
management,11,aug,73,negative
management,11,aug,106,negative
blue-collar,11,aug,106,negative
self-employed,11,aug,104,negative
technician,11,aug,73,negative
housemaid,11,aug,100,negative
management,11,aug,111,negative
management,11,aug,74,negative
technician,11,aug,48,negative
technician,11,aug,303,negative
management,11,aug,39,negative
management,11,aug,86,negative
admin.,11,aug,217,negative
technician,11,aug,55,negative
management,11,aug,72,negative
technician,11,aug,97,negative
management,11,aug,667,negative
management,11,aug,347,negative
blue-collar,11,aug,33,negative
unknown,11,aug,212,negative
management,11,aug,165,negative
management,11,aug,382,negative
management,11,aug,84,negative
management,11,aug,226,negative
technician,11,aug,47,negative
housemaid,11,aug,103,negative
technician,11,aug,156,negative
technician,11,aug,113,negative
management,11,aug,147,negative
retired,11,aug,45,negative
technician,11,aug,121,negative
technician,11,aug,116,negative
entrepreneur,11,aug,126,negative
student,11,aug,269,negative
retired,11,aug,82,negative
management,11,aug,71,negative
technician,11,aug,218,negative
services,11,aug,270,negative
technician,11,aug,187,negative
management,11,aug,565,negative
housemaid,11,aug,226,negative
technician,11,aug,172,negative
technician,11,aug,239,negative
technician,11,aug,71,negative
blue-collar,11,aug,297,negative
blue-collar,11,aug,115,negative
management,11,aug,72,negative
management,11,aug,55,negative
retired,11,aug,164,negative
technician,11,aug,88,negative
management,11,aug,69,negative
technician,11,aug,123,negative
technician,11,aug,138,negative
technician,11,aug,243,negative
technician,11,aug,166,negative
admin.,11,aug,82,negative
management,11,aug,102,negative
blue-collar,11,aug,179,negative
management,11,aug,108,negative
technician,11,aug,187,negative
technician,11,aug,121,negative
blue-collar,11,aug,123,negative
management,11,aug,257,negative
management,11,aug,90,negative
management,11,aug,275,negative
management,11,aug,99,negative
unknown,11,aug,57,negative
management,11,aug,101,negative
management,11,aug,72,negative
retired,11,aug,104,negative
technician,11,aug,210,negative
technician,11,aug,213,negative
retired,11,aug,273,negative
management,11,aug,95,negative
technician,11,aug,70,negative
blue-collar,11,aug,71,negative
technician,11,aug,97,negative
housemaid,11,aug,237,negative
technician,11,aug,116,negative
technician,11,aug,72,negative
self-employed,11,aug,170,negative
management,11,aug,217,negative
management,11,aug,169,negative
services,11,aug,97,negative
blue-collar,11,aug,79,negative
management,11,aug,119,negative
technician,11,aug,86,negative
management,11,aug,56,negative
technician,11,aug,149,negative
technician,11,aug,246,negative
management,11,aug,155,negative
technician,11,aug,139,negative
technician,11,aug,160,negative
blue-collar,11,aug,356,negative
management,11,aug,135,negative
technician,11,aug,135,negative
technician,11,aug,309,negative
self-employed,11,aug,53,negative
retired,11,aug,250,negative
technician,11,aug,316,negative
services,11,aug,168,negative
management,11,aug,230,negative
blue-collar,11,aug,72,negative
unknown,11,aug,204,negative
technician,11,aug,61,negative
technician,11,aug,52,negative
management,11,aug,242,negative
technician,11,aug,194,negative
management,11,aug,111,negative
housemaid,11,aug,90,negative
retired,11,aug,231,negative
unknown,11,aug,126,negative
blue-collar,11,aug,317,negative
technician,11,aug,285,negative
management,11,aug,105,negative
technician,11,aug,228,negative
management,11,aug,76,negative
technician,11,aug,149,negative
management,11,aug,331,negative
management,11,aug,86,negative
admin.,11,aug,80,negative
technician,11,aug,209,negative
housemaid,11,aug,144,negative
technician,11,aug,140,negative
technician,11,aug,96,negative
technician,11,aug,139,negative
self-employed,11,aug,51,negative
management,11,aug,601,negative
retired,11,aug,152,negative
admin.,11,aug,255,negative
technician,11,aug,591,negative
blue-collar,11,aug,225,negative
technician,11,aug,65,negative
blue-collar,11,aug,53,negative
housemaid,11,aug,102,negative
technician,11,aug,389,negative
blue-collar,11,aug,176,negative
unemployed,11,aug,104,negative
management,11,aug,36,negative
retired,11,aug,247,negative
blue-collar,11,aug,104,negative
management,11,aug,55,negative
technician,11,aug,272,negative
housemaid,11,aug,1099,negative
admin.,11,aug,331,negative
management,11,aug,79,negative
technician,11,aug,108,negative
housemaid,11,aug,111,negative
management,11,aug,83,negative
blue-collar,11,aug,79,negative
technician,11,aug,177,negative
management,11,aug,146,negative
management,11,aug,104,negative
technician,11,aug,165,negative
entrepreneur,11,aug,103,negative
technician,11,aug,145,negative
blue-collar,11,aug,194,negative
technician,11,aug,68,negative
housemaid,11,aug,189,negative
retired,11,aug,185,negative
technician,11,aug,163,negative
management,11,aug,214,negative
management,11,aug,33,negative
technician,11,aug,105,negative
management,11,aug,121,negative
services,11,aug,80,negative
services,11,aug,211,negative
retired,11,aug,566,negative
management,11,aug,182,negative
services,11,aug,317,negative
management,11,aug,370,negative
management,11,aug,232,negative
services,11,aug,120,negative
technician,11,aug,134,negative
technician,11,aug,63,negative
technician,11,aug,103,negative
management,11,aug,69,negative
management,11,aug,378,negative
blue-collar,11,aug,135,negative
management,11,aug,734,positive
technician,11,aug,153,negative
self-employed,11,aug,121,negative
technician,11,aug,133,negative
blue-collar,11,aug,262,negative
management,11,aug,1238,positive
housemaid,11,aug,149,negative
technician,11,aug,382,negative
technician,11,aug,55,negative
management,11,aug,383,negative
technician,11,aug,280,negative
management,11,aug,93,negative
management,11,aug,76,negative
management,11,aug,121,negative
self-employed,11,aug,176,negative
management,11,aug,187,negative
management,11,aug,246,negative
retired,11,aug,107,negative
technician,11,aug,132,negative
technician,11,aug,109,negative
management,11,aug,381,negative
management,11,aug,445,negative
technician,11,aug,129,negative
services,11,aug,71,negative
technician,11,aug,80,negative
management,11,aug,227,negative
technician,11,aug,161,negative
management,11,aug,64,negative
technician,11,aug,238,negative
admin.,11,aug,173,negative
technician,11,aug,90,negative
blue-collar,11,aug,139,negative
management,11,aug,549,negative
self-employed,11,aug,265,negative
technician,11,aug,67,negative
management,11,aug,379,negative
technician,11,aug,126,negative
blue-collar,11,aug,429,negative
technician,11,aug,117,negative
retired,11,aug,77,negative
management,11,aug,221,negative
technician,11,aug,149,negative
technician,11,aug,148,negative
admin.,11,aug,149,negative
housemaid,11,aug,80,negative
management,11,aug,214,negative
technician,11,aug,248,negative
management,11,aug,132,negative
technician,11,aug,240,negative
technician,11,aug,385,negative
management,11,aug,249,negative
unemployed,11,aug,200,negative
technician,11,aug,104,negative
management,11,aug,124,negative
management,11,aug,117,negative
self-employed,11,aug,312,negative
services,11,aug,271,negative
management,11,aug,157,negative
management,11,aug,1144,negative
technician,11,aug,485,negative
services,11,aug,67,negative
technician,11,aug,108,negative
retired,11,aug,293,negative
technician,11,aug,345,negative
blue-collar,11,aug,72,negative
management,11,aug,101,negative
self-employed,11,aug,304,negative
management,11,aug,95,negative
technician,11,aug,268,negative
technician,11,aug,133,negative
unknown,11,aug,339,negative
management,11,aug,57,negative
technician,11,aug,209,negative
management,11,aug,94,negative
retired,11,aug,862,negative
services,11,aug,236,negative
technician,11,aug,230,negative
retired,11,aug,239,negative
technician,11,aug,249,negative
self-employed,11,aug,277,negative
services,11,aug,1687,negative
blue-collar,11,aug,231,negative
management,11,aug,481,negative
retired,11,aug,277,negative
management,11,aug,101,negative
technician,11,aug,295,negative
technician,11,aug,247,negative
blue-collar,11,aug,164,negative
retired,11,aug,270,negative
technician,11,aug,220,negative
management,11,aug,159,negative
management,11,aug,217,negative
management,11,aug,40,negative
unknown,11,aug,179,negative
technician,11,aug,1504,negative
management,11,aug,85,negative
blue-collar,11,aug,48,negative
technician,11,aug,342,negative
unknown,11,aug,566,negative
technician,11,aug,356,negative
management,11,aug,159,negative
management,11,aug,1015,negative
technician,12,aug,226,negative
admin.,12,aug,91,negative
management,12,aug,154,negative
housemaid,12,aug,101,negative
technician,12,aug,509,negative
technician,12,aug,161,negative
management,12,aug,204,negative
management,12,aug,64,negative
retired,12,aug,80,negative
retired,12,aug,219,negative
technician,12,aug,96,negative
technician,12,aug,246,negative
management,12,aug,92,negative
blue-collar,12,aug,150,negative
admin.,12,aug,359,negative
management,12,aug,72,negative
technician,12,aug,138,negative
retired,12,aug,614,negative
self-employed,12,aug,327,negative
blue-collar,12,aug,144,negative
technician,12,aug,56,negative
management,12,aug,106,negative
management,12,aug,75,negative
management,12,aug,348,negative
management,12,aug,132,negative
management,12,aug,191,negative
management,12,aug,99,negative
self-employed,12,aug,428,negative
management,12,aug,82,negative
technician,12,aug,172,negative
management,12,aug,127,negative
management,12,aug,72,negative
entrepreneur,12,aug,185,negative
technician,12,aug,140,negative
admin.,12,aug,76,negative
housemaid,12,aug,81,negative
housemaid,12,aug,91,negative
management,12,aug,138,negative
management,12,aug,111,negative
management,12,aug,120,negative
management,12,aug,143,negative
management,12,aug,64,negative
housemaid,12,aug,117,negative
management,12,aug,178,negative
management,12,aug,158,negative
technician,12,aug,51,negative
unemployed,12,aug,235,negative
retired,12,aug,256,negative
retired,12,aug,364,negative
management,12,aug,138,negative
management,12,aug,68,negative
technician,12,aug,58,negative
management,12,aug,96,negative
housemaid,12,aug,234,negative
blue-collar,12,aug,237,negative
management,12,aug,181,negative
management,12,aug,106,negative
technician,12,aug,110,negative
unknown,12,aug,117,negative
management,12,aug,122,negative
management,12,aug,52,negative
technician,12,aug,126,negative
management,12,aug,95,negative
technician,12,aug,73,negative
blue-collar,12,aug,365,negative
management,12,aug,63,negative
management,12,aug,250,negative
technician,12,aug,213,negative
management,12,aug,126,negative
retired,12,aug,63,negative
services,12,aug,68,negative
retired,12,aug,74,negative
management,12,aug,29,negative
technician,12,aug,147,negative
blue-collar,12,aug,867,negative
technician,12,aug,117,negative
management,12,aug,139,negative
management,12,aug,105,negative
management,12,aug,196,negative
technician,12,aug,105,negative
management,12,aug,193,negative
management,12,aug,220,negative
technician,12,aug,227,negative
technician,12,aug,130,negative
technician,12,aug,256,negative
unemployed,12,aug,232,negative
management,12,aug,95,negative
management,12,aug,80,negative
management,12,aug,101,negative
management,12,aug,138,negative
management,12,aug,148,negative
blue-collar,12,aug,174,negative
admin.,12,aug,603,negative
management,12,aug,69,negative
management,12,aug,87,negative
admin.,12,aug,100,negative
management,12,aug,138,negative
technician,12,aug,155,negative
admin.,12,aug,123,negative
technician,12,aug,338,negative
technician,12,aug,104,negative
self-employed,12,aug,85,negative
management,12,aug,177,negative
management,12,aug,88,negative
management,12,aug,150,negative
technician,12,aug,179,negative
technician,12,aug,137,negative
technician,12,aug,105,negative
unemployed,12,aug,126,negative
management,12,aug,241,negative
management,12,aug,130,negative
management,12,aug,603,negative
retired,12,aug,66,negative
technician,12,aug,109,negative
technician,12,aug,217,negative
management,12,aug,107,negative
management,12,aug,252,negative
management,12,aug,143,negative
blue-collar,12,aug,73,negative
housemaid,12,aug,254,negative
management,12,aug,61,negative
management,12,aug,238,negative
blue-collar,12,aug,73,negative
management,12,aug,80,negative
housemaid,12,aug,197,negative
management,12,aug,111,negative
self-employed,12,aug,171,negative
management,12,aug,436,negative
management,12,aug,119,negative
management,12,aug,129,negative
management,12,aug,152,negative
technician,12,aug,131,negative
management,12,aug,150,negative
blue-collar,12,aug,128,negative
management,12,aug,56,negative
self-employed,12,aug,64,negative
management,12,aug,108,negative
technician,12,aug,84,negative
blue-collar,12,aug,157,negative
technician,12,aug,384,negative
management,12,aug,312,negative
management,12,aug,388,negative
unemployed,12,aug,144,negative
management,12,aug,231,negative
technician,12,aug,180,negative
management,12,aug,205,negative
housemaid,12,aug,163,negative
housemaid,12,aug,121,negative
technician,12,aug,370,negative
retired,12,aug,106,negative
technician,12,aug,173,negative
management,12,aug,201,negative
technician,12,aug,234,negative
technician,12,aug,191,negative
technician,12,aug,433,negative
technician,12,aug,92,negative
housemaid,12,aug,76,negative
management,12,aug,91,negative
admin.,12,aug,536,negative
technician,12,aug,398,negative
technician,12,aug,104,negative
management,12,aug,1650,negative
admin.,12,aug,149,negative
self-employed,12,aug,297,negative
technician,12,aug,193,negative
blue-collar,12,aug,127,negative
technician,12,aug,72,negative
self-employed,12,aug,58,negative
management,12,aug,117,negative
management,12,aug,359,negative
