At9,At10,Class
0.071,185.574,negative
4.058,79.684,negative
0.8205,181.281,negative
21.457,267.51,negative
12.8303,239.451,negative
2.923,304.032,negative
68.4457,212.57,negative
26.5117,190.636,negative
51.2589,182.407,negative
78.069,160.356,negative
26.1127,228.273,negative
4.109,200.597,negative
10.505,162.208,negative
4.282,211.088,negative
2.707,214.564,negative
25.877,161.066,negative
25.071,142.131,negative
3.097,329.22,negative
4.9278,217.203,negative
12.8885,229.9,negative
6.297,223.441,negative
5.783,161.803,negative
50.0471,238.41,negative
15.001,140.915,negative
27.3684,59.7837,negative
14.3006,243.176,negative
7.463,240.047,negative
14.777,103.044,negative
21.475,227.561,negative
10.0186,199.539,negative
62.09,113.053,negative
65.7296,165.666,negative
10.455,112.963,negative
0.345,347.305,negative
5.3995,243.507,negative
44.0092,95.6115,negative
1.585,209.641,negative
1.252,318.996,negative
44.1008,144.122,negative
6.7587,206.623,negative
7.035,163.036,negative
7.006,258.524,negative
77.453,126.999,negative
53.563,177.373,negative
1.683,284.26,negative
2.0198,179.312,negative
5.544,212.252,negative
14.4173,177.682,negative
40.1653,228.073,negative
31.0635,160.522,negative
0.5263,156.262,negative
44.8022,210.105,negative
34.9402,167.216,negative
22.5804,282.004,negative
2.98,146.036,negative
1.0197,140.838,negative
70.059,136.703,negative
18.463,162.916,negative
20.949,228.843,negative
4.916,168.707,negative
3.903,154.192,negative
0.9654,211.733,negative
1.466,276.856,negative
3.18,147.781,negative
11.507,173.85,negative
1.746,151.84,negative
63.5812,56.2458,negative
69.7,224.593,negative
66.1973,111.884,negative
7.443,168.676,negative
10.7736,129.519,negative
1.3628,214.993,negative
0.091,191.548,negative
60.468,59.7883,negative
31.443,205.45,negative
5.4377,176.939,negative
3.585,262.112,negative
37.113,213.755,negative
4.7161,202.754,negative
2.693,181.556,negative
1.0728,255.376,negative
2.315,138.304,negative
13.838,185.467,negative
18.1669,219.387,negative
1.0447,192.302,negative
18.039,239.112,negative
5.0598,205.717,negative
28.75,232.186,negative
30.3721,67.1247,negative
11.9305,305.044,negative
17.229,140.762,negative
12.255,224.661,negative
2.952,101.115,negative
15.8331,82.8225,negative
13.6657,175.622,negative
10.463,251.915,negative
10.3828,260.119,negative
86.6051,211.768,negative
4.945,187.272,negative
9.6233,182.668,negative
82.0634,240.368,negative
15.822,161.578,negative
14.407,104.421,negative
5.964,104.685,negative
23.142,102.192,negative
2.6617,306.191,negative
2.366,182.313,negative
10.1005,174.968,negative
6.271,283.81,negative
7.586,111.562,negative
4.3698,177.772,negative
1.088,242.922,negative
0.72,166.668,negative
23.553,161.469,negative
2.405,365.045,negative
4.35,188.978,negative
26.823,192.382,negative
12.863,162.608,negative
5.462,321.665,negative
3.2945,140.58,negative
14.263,164.355,negative
74.7121,117.59,negative
0.2731,205.141,negative
10.1763,117.168,negative
11.12,144.592,negative
9.1044,189.923,negative
16.288,83.7544,negative
15.8654,162.56,negative
35.9838,136.194,negative
8.8123,201.984,negative
39.0678,50.5404,negative
3.82,175.94,negative
32.725,126.365,negative
3.3923,273.526,negative
40.0613,84.6768,negative
7.0357,346.257,negative
11.529,111.205,negative
6.433,304.935,negative
4.8437,161.849,negative
7.1654,141.715,negative
3.203,256.87,negative
5.684,65.9426,negative
3.893,137.655,negative
7.308,189.411,negative
13.767,261.181,negative
70.5589,78.0593,negative
67.7536,61.5102,negative
15.9742,162.96,negative
68.654,40.8072,negative
2.29,230.092,negative
2.228,282.408,negative
13.191,105.189,negative
24.9633,134.229,negative
28.6994,222.013,negative
27.399,122.52,negative
83.93,127.814,negative
1.299,178.273,negative
5.2854,187.745,negative
12.2449,104.109,negative
21.5727,229.991,negative
5.932,153.643,negative
29.987,156.948,negative
20.47,51.4363,negative
77.2884,177.053,negative
2.219,161.803,negative
4.0389,262.875,negative
2.916,215.938,negative
71.878,167.552,negative
7.9894,139.117,negative
9.3943,241.037,negative
10.312,137.158,negative
5.753,229.12,negative
1.296,206.252,negative
6.745,196.745,negative
10.816,197.083,negative
6.9898,221.046,negative
11.6635,210.137,negative
17.3452,164.089,negative
8.163,140.145,negative
1.464,252.138,negative
50.757,55.7284,negative
59.954,72.9465,negative
15.2,221.949,negative
0.279,142.218,negative
8.35,158.745,negative
7.459,193.624,negative
0.255,218.329,negative
2.038,268.384,negative
4.3928,235.566,negative
41.5118,104.732,negative
7.673,174.283,negative
1.81,362.077,negative
1.3098,253.423,negative
70.176,169.496,negative
54.584,146.878,negative
1.8065,201.673,negative
2.833,315.628,negative
8.288,123.181,negative
2.449,300.48,negative
18.9207,189.14,negative
12.615,226.328,negative
5.5798,109.26,negative
6.797,262.02,negative
6.944,206.165,negative
84.9057,57.7733,negative
7.3446,200.364,negative
13.7648,127.808,negative
7.226,78.379,negative
2.9039,110.032,negative
15.8142,219.806,negative
69.35,121.49,negative
10.652,298.281,negative
17.9289,220.991,negative
10.377,377.974,negative
4.929,326.7,negative
1.7962,317.619,negative
23.326,95.6755,negative
11.218,178.368,negative
5.397,255.975,negative
9.1317,183.779,negative
0.7623,361.436,negative
20.124,222.525,negative
10.692,209.021,negative
15.277,100.764,negative
8.953,275.933,negative
35.9796,65.3452,negative
19.309,139.718,negative
0.4823,246.387,negative
16.068,167.917,negative
25.219,132.275,negative
19.5113,275.281,negative
39.8,128.224,negative
27.4221,207.379,negative
5.0165,155.096,negative
14.854,179.514,negative
26.2377,169.085,negative
5.035,256.896,negative
9.825,87.9476,negative
47.1919,177.369,negative
22.289,178.844,negative
13.127,133.667,negative
1.9837,268.889,negative
1.7099,266.071,negative
26.545,204.124,negative
2.376,291.249,negative
0.9738,190.704,negative
6.526,326.321,negative
0.572,320.165,negative
4.2924,283.529,negative
2.9702,228.212,negative
37.679,115.687,negative
10.1375,150.077,negative
0.12,250.276,negative
25.2015,143.435,negative
5.528,116.31,negative
4.087,117.678,negative
57.769,178.003,negative
21.8653,85.0906,negative
39.691,241.274,negative
79.154,206.592,negative
43.7141,181.235,negative
14.1753,209.946,negative
24.56,45.272,negative
4.3666,319.404,negative
4.684,219.704,negative
45.626,150.341,negative
9.092,152.057,negative
10.0478,158.136,negative
14.518,67.5566,negative
16.093,222.374,negative
8.8499,216.467,negative
18.596,115.998,negative
2.882,222.206,negative
19.0052,238.396,negative
46.7657,162.081,negative
16.1076,136.238,negative
18.286,80.6607,negative
22.925,72.6497,negative
40.871,72.355,negative
45.296,116.013,negative
8.3521,183.242,negative
1.7181,193.002,negative
23.4938,144.308,negative
84.3683,60.9388,negative
13.462,135.053,negative
5.117,285.011,negative
5.9657,193.48,negative
12.148,93.2771,negative
43.7446,111.286,negative
11.049,165.48,negative
3.2454,226.962,negative
0.0974,275.661,negative
0.009,280.334,negative
46.4008,88.191,negative
49.037,37.8255,negative
10.355,183.665,negative
15.7477,137.388,negative
38.681,155.851,negative
0.5862,231.634,negative
4.126,253.24,negative
0.5989,228.529,negative
2.507,142.506,negative
5.222,180.757,negative
9.132,176.007,negative
57.761,88.6241,negative
0.936,197.788,negative
4.5394,152.473,negative
27.7967,53.1241,negative
7.192,161.501,negative
2.797,292.242,negative
0.8311,191.692,negative
43.8353,165.158,negative
1.291,223.46,negative
20.19,222.082,negative
1.5331,228.885,negative
4.9577,204.639,negative
9.6757,179.122,negative
60.676,49.4711,negative
36.1992,39.0858,negative
16.085,148.576,negative
4.9361,125.49,negative
4.1593,211.327,negative
4.8845,170.324,negative
38.4018,215.582,negative
9.6532,250.947,negative
15.6268,132.254,negative
3.422,236.244,negative
71.07,121.818,negative
16.6113,142.507,negative
5.5364,123.3,negative
56.2369,217.072,negative
47.735,172.186,negative
35.37,168.006,negative
13.5997,213.798,negative
10.9363,178.879,negative
7.9368,258.032,negative
4.178,257.119,negative
51.288,216.562,negative
2.2482,243.143,negative
0.609,233.861,negative
16.309,137.099,negative
13.932,304.316,negative
74.511,179.276,negative
21.984,269.68,negative
47.3012,46.4068,negative
14.111,158.619,negative
71.8363,72.2829,negative
1.9921,195.102,negative
1.046,166.39,negative
40.463,222.705,negative
17.512,152.866,negative
13.7302,193.316,negative
15.4989,165.812,negative
32.222,262.181,negative
50.598,178.901,negative
2.217,318.393,negative
4.131,208.521,negative
34.3027,269.966,negative
26.8446,229.35,negative
7.2636,160.624,negative
12.974,194.34,negative
10.7186,65.7385,negative
36.335,209.941,negative
80.5502,207.262,negative
15.261,80.8787,negative
2.5856,280.737,negative
82.6073,158.389,negative
43.513,256.589,negative
1.8365,256.98,negative
13.072,234.827,negative
27.85,73.9106,negative
0.4067,171.008,negative
15.733,361.282,negative
3.9884,162.993,negative
6.283,243.982,negative
65.2633,51.9804,negative
57.2856,166.29,negative
26.9369,132.051,negative
46.111,59.6816,negative
21.322,74.3741,negative
90,194.898,negative
0.189,185.352,negative
10.908,208.754,negative
1.363,194.645,negative
15.562,212.939,negative
44.1499,72.3157,negative
5.4415,186.324,negative
38.543,39.9789,negative
10.11,134.075,negative
2.3475,231.498,negative
0.343,225.478,negative
4.18,90.3423,negative
40.003,236.686,negative
8.1796,201.573,negative
1.1917,160.575,negative
5.079,215.597,negative
5.4106,276.139,negative
4.4742,239.736,negative
18.1523,45.9802,negative
27.7838,103.028,negative
70.33,253.924,negative
1.893,146.312,negative
63.4889,197.707,negative
11.295,206.449,negative
5.4811,105.116,negative
84.0046,147.396,negative
24.878,129.45,negative
61.346,68.3739,negative
9.77,132.841,negative
3.751,212.226,negative
5.313,186.229,negative
8.021,158.679,negative
20.1518,176.131,negative
6.165,139.356,negative
49.1001,41.8865,negative
3.3884,273.062,negative
24.538,173.304,negative
36.155,208.947,negative
33.4257,218.453,negative
33.349,153.935,negative
2.788,257.499,negative
9.8286,208.241,negative
41.9239,80.9176,negative
7.0879,137.225,negative
10.7703,255.264,negative
5.559,281.418,negative
5.343,69.319,negative
18.134,140.066,negative
16.3555,241.144,negative
12.095,131.332,negative
4.5252,244.058,negative
9.7647,224.676,negative
2.9606,216.285,negative
1.799,222.749,negative
89.6161,164.024,negative
7.3869,151.445,negative
1.696,158.329,negative
7.675,202.662,negative
2.228,262.28,negative
37.6063,159.089,negative
21.5562,194.285,negative
5.473,205.303,negative
13.672,131.707,negative
16.9799,123.705,negative
18.917,139.741,negative
4.202,262.328,negative
1.741,264.794,negative
26.9279,206.205,negative
2.043,229.754,negative
31.0926,234.154,negative
5.2528,278.957,negative
11.5618,144.29,negative
47.2691,123.904,negative
44.928,140.654,negative
0.0951,169.08,negative
1.821,217.098,negative
21.7911,280.767,negative
0.167,181.184,negative
9.034,179.785,negative
61.033,100.993,negative
19.312,184.776,negative
7.9729,208.17,negative
2.099,310.868,negative
4.524,213.752,negative
4.0619,109.997,negative
19.817,171.721,negative
16.2545,192.505,negative
5.772,198.03,negative
30.7437,132.411,negative
0.618,274.93,negative
1.2989,222.15,negative
32.5129,239.576,negative
18.256,164.397,negative
5.7732,167.261,negative
50.575,212.695,negative
0.7557,181.725,negative
49.2708,43.1147,negative
23.9858,208.235,negative
71.524,177.989,negative
45.055,95.7283,negative
36.245,193.741,negative
21.3396,164.68,negative
71.3503,205.507,negative
69.045,138.003,negative
8.446,254.59,negative
8.062,182.434,negative
19.937,175.655,negative
5.895,122.995,negative
14.3675,205.305,negative
9.4205,65.1213,negative
41.8543,116.964,negative
3.412,164.139,negative
7.096,234.971,negative
0.1363,194.283,negative
41.8876,79.0109,negative
2.746,243.784,negative
1.893,257.394,negative
5.35,225.232,negative
11.3196,195.301,negative
2.0789,178.232,negative
21.3825,127.212,negative
69.1441,231.783,negative
3.5809,283.908,negative
68.354,189.542,negative
48.027,169.681,negative
49.667,124.402,negative
2.676,147.808,negative
21.1032,216.032,negative
76.05,102.33,negative
2.275,179.094,negative
73.7502,64.9418,negative
6.8267,279.833,negative
6.325,184.556,negative
21.435,161.457,negative
4.654,266.438,negative
5.7653,159.167,negative
8.447,110.438,negative
18.5166,182.324,negative
18.056,245.678,negative
4.7954,248.103,negative
17.5637,119.108,negative
18.3581,166.699,negative
2.794,219.858,negative
49.711,222.705,negative
1.2118,257.408,negative
0.372,185.042,negative
23.2244,114.844,negative
13.576,208.581,negative
72.9346,71.5935,negative
4.893,359.534,negative
6.2672,287.419,negative
2.6,294.432,negative
4.551,144.794,negative
27.2776,168.34,negative
2.617,296.422,negative
28.4117,134.837,negative
24.289,279.467,negative
2.198,183.426,negative
53.624,27.9896,negative
0.558,261.179,negative
21.905,140.122,negative
59.3964,181.112,negative
6.81,139.883,negative
9.826,221.72,negative
3.511,290.058,negative
7.944,275.464,negative
0.2386,318.629,negative
3.321,143.302,negative
8.161,226.055,negative
4.507,209.088,negative
3.97,226.6,negative
1.804,307.818,negative
30.6078,328.353,negative
89.502,183.491,negative
2.8691,233.092,negative
3.1113,233.674,negative
2.148,243.223,negative
18.907,186.46,negative
7.3793,153.144,negative
19.803,191.799,negative
10.4186,241.478,negative
5.2825,173.33,negative
1.477,155.445,negative
2.13,282.813,negative
11.7131,129.657,negative
7.063,174.561,negative
10.239,291.848,negative
18.6002,165.461,negative
19.1473,222.656,negative
3.873,194.373,negative
9.7698,214.05,negative
13.062,200.603,negative
5.3656,149.155,negative
16.239,205.736,negative
76.0065,158.392,negative
15.6436,123.784,negative
2.3854,216.692,negative
7.626,230.41,negative
12.3675,263.99,negative
1.324,318.747,negative
7.512,264.003,negative
22.934,82.7555,negative
6.9809,153.462,negative
5.2329,225.768,negative
9.7797,261.636,negative
43.273,138.358,negative
4.158,372.98,negative
42.6194,76.4942,negative
61.5575,137.259,negative
7.103,222.653,negative
1.0165,355.033,negative
0.346,62.3561,negative
22.7149,171.405,negative
5.212,194.61,negative
9.508,189.241,negative
26.3583,199.787,negative
26.997,233.159,negative
16.7782,176.559,negative
41.337,196.529,negative
41.3992,234.508,negative
0.9082,223.234,negative
71.498,141.534,negative
18.651,155.62,negative
2.414,224.784,negative
26.0548,282.843,negative
18.7607,231.214,negative
3.5195,241.16,negative
12.502,203.272,negative
0.431,228.735,negative
16.007,132.66,negative
48.9647,37.5615,negative
52.817,132.545,negative
7.1928,153.614,negative
0.306,245.704,negative
0.601,255.995,negative
63.084,115.972,negative
6.115,192.604,negative
3.0299,326.514,negative
17.2382,79.4087,negative
6.56,182.05,negative
6.7698,111.115,negative
20.762,239.255,negative
2.9018,115.644,negative
4.1261,287.023,negative
4.141,279.831,negative
2.447,237.359,negative
31.39,193.543,negative
0.699,202.579,negative
50.047,158.436,negative
0.459,379.018,negative
1.0087,294.649,negative
70.1989,161.573,negative
1.3506,219.427,negative
14.987,121.748,negative
5.346,257.735,negative
1.971,246.456,negative
10.662,172.289,negative
88.2424,78.4377,negative
2.5919,211.423,negative
4.629,275.341,negative
50.3182,167.844,negative
5.2474,198.702,negative
19.3086,157.149,negative
30.0704,185.969,negative
2.6813,262.414,negative
16.7287,149.648,negative
7.271,272.18,negative
3.97,332.352,negative
4.7763,181.076,negative
8.3229,202.663,negative
6.181,383.674,negative
4.9759,78.257,negative
1.0147,216.425,negative
3.3555,283.428,negative
22.365,166.474,negative
30.914,64.9293,negative
4.7427,236.413,negative
0.3141,168.334,negative
1.981,312.003,negative
0.6273,287.736,negative
57.7866,185.137,negative
31,65.8247,negative
6.932,276.091,negative
9.5667,140.395,negative
7.167,280.236,negative
80.8951,132.394,negative
8.9491,174.051,negative
13.794,108.464,negative
0.646,252.371,negative
67.167,288.692,negative
82.4198,183.979,negative
2.5785,104.287,negative
19.6425,229.259,negative
5.8519,256.424,negative
9.9173,203.772,negative
21.922,111.307,negative
37.548,79.6568,negative
74.477,132.97,negative
2.7224,140.55,negative
28.138,161.126,negative
18.5411,166.936,negative
85.6648,135.751,negative
31.234,151.512,negative
