At9,Class
11.4981,negative
38.1711,negative
24.248,negative
2.622,negative
18.557,negative
1.1687,negative
1.075,negative
19.6058,negative
27.622,negative
1.094,negative
2.3372,negative
27.4012,negative
1.2306,negative
1.129,negative
39.702,negative
8.2667,negative
0.411,negative
50.922,negative
13.4291,negative
1.5129,negative
3.0035,negative
37.469,negative
37.32,negative
56.684,negative
43.177,negative
35.5052,negative
8.9195,negative
5.132,negative
32.0104,negative
5.9751,negative
26.632,negative
13.963,negative
67.477,negative
11.9391,negative
9.9265,negative
51.0691,negative
4.9547,negative
4.706,negative
3.444,negative
40.08,negative
2.228,negative
42.9788,negative
25.4082,negative
88.0912,negative
9.783,negative
5.7872,negative
60.5205,negative
39.3295,negative
0.614,negative
4.6137,negative
2.0323,negative
5.361,negative
4.4309,negative
13.098,negative
8.78,negative
1.328,negative
9.0681,negative
10.4898,negative
1.0501,negative
41.3475,negative
41.9756,negative
40.884,negative
5.8769,negative
2.2801,negative
7.3095,negative
18.593,negative
0.0578,negative
69.1045,negative
1.037,negative
9.44,negative
6.415,negative
12.6605,negative
3.05,negative
0.401,negative
0.167,negative
16.7345,negative
2.76,negative
6.261,negative
2.511,negative
10.257,negative
22.7226,negative
2.7357,negative
2.906,negative
6.2452,negative
7.3758,negative
1.828,negative
18.549,negative
4.077,negative
4.588,negative
11.6577,negative
3.2964,negative
78.633,negative
62.3724,negative
11.192,negative
3.049,negative
2.693,negative
82.0579,negative
20.1636,negative
4.438,negative
17.652,negative
82.7517,negative
1.3357,negative
9.8482,negative
0.054,negative
4.13,negative
31.3209,negative
41.2181,negative
1.607,negative
3.982,negative
53.016,negative
0.4481,negative
4.265,negative
2.053,negative
2.4188,negative
27.3093,negative
4.34,negative
0.13,negative
5.6571,negative
5.08,negative
34.988,negative
29.742,negative
23.3742,negative
16.3615,negative
2.182,negative
5.3512,negative
17.059,negative
43.291,negative
30.876,negative
51.857,negative
80.0502,negative
34.849,negative
35.861,negative
9.4318,negative
34.361,negative
10.02,negative
34.586,negative
15.0744,negative
3.8333,negative
21.636,negative
6.105,negative
11.6482,negative
9.5359,negative
12.322,negative
1.892,negative
37.525,negative
86.211,negative
13.249,negative
13.986,negative
46.959,negative
27.259,negative
15.8836,negative
7.917,negative
6.388,negative
11.165,negative
5.3936,negative
65.514,negative
7.5772,negative
8.441,negative
38.527,negative
20.028,negative
87.3142,negative
7.605,negative
9.545,negative
9.1233,negative
9.569,negative
10.3051,negative
2.642,negative
17.3965,negative
6.8387,negative
0.4583,negative
13.4803,negative
46.8127,negative
78.8637,negative
1.7721,negative
0.041,negative
10.4609,negative
12.5002,negative
4.096,negative
0.282,negative
2.2359,negative
0.3559,negative
11.897,negative
10.666,negative
0.467,negative
19.672,negative
24.444,negative
1.574,negative
7.0452,negative
2.399,negative
7.243,negative
5.201,negative
7.399,negative
45.6526,negative
10.582,negative
57.3209,negative
3.2455,negative
15.623,negative
3.679,negative
7.286,negative
3.7653,negative
37.1275,negative
0.681,negative
4.561,negative
10.813,negative
0.868,negative
32.814,negative
13.1428,negative
22.0152,negative
19.907,negative
1.422,negative
10.7331,negative
5.8248,negative
5.8556,negative
6.817,negative
58.035,negative
0.4443,negative
4.391,negative
20.0749,negative
5.9725,negative
61.7921,negative
46.063,negative
9.4759,negative
86.0763,negative
8.3449,negative
12.99,negative
30.186,negative
13.1301,negative
15.8652,negative
7.7706,negative
0.573,negative
76.1181,negative
8.287,negative
5.647,negative
11.726,negative
1.5361,negative
15.1361,negative
2.818,negative
63,negative
2.718,negative
51.789,negative
63.8753,negative
0.638,negative
0.046,negative
2.127,negative
4.457,negative
2.4324,negative
17.2831,negative
25.0017,negative
27.1274,negative
40.222,negative
0.4746,negative
64.903,negative
21.2299,negative
1.1232,negative
0.9064,negative
29.254,negative
12.393,negative
71.004,negative
26.9893,negative
67.496,negative
46.912,negative
6.12,negative
7.3742,negative
5.176,negative
49.3474,negative
59.898,negative
34.485,negative
8.783,negative
13.7613,negative
76.5332,negative
15.48,negative
7.051,negative
14.948,negative
18.316,negative
13.229,negative
4.901,negative
1.257,negative
22.07,negative
31.937,negative
89.7033,negative
78.558,negative
7.7364,negative
8.344,negative
23.812,negative
0.8576,negative
24.6072,negative
12.415,negative
43.5443,negative
12.3212,negative
8.407,negative
0.1512,negative
2.0821,negative
0.3681,negative
17.775,negative
75.415,negative
8.9132,negative
59.461,negative
4.506,negative
13.7506,negative
35.2593,negative
2.0296,negative
1.676,negative
8.379,negative
23.722,negative
27.6226,negative
7.342,negative
0.094,negative
47.397,negative
13.107,negative
16.6337,negative
46.9799,negative
0.0546,negative
58.1726,negative
1.1826,negative
10.8561,negative
1.314,negative
19.042,negative
53.3396,negative
16.903,negative
12.6022,negative
1.39,negative
2.868,negative
8.395,negative
79.2518,negative
43.5251,negative
18.758,negative
3.0091,negative
17.4523,negative
6.2553,negative
5.7442,negative
43.391,negative
8.4921,negative
4.523,negative
4.7062,negative
44.4946,negative
86.0119,negative
65.584,negative
66.0914,negative
3.75,negative
2.909,negative
10.5445,negative
7.942,negative
35.8882,negative
68.1479,negative
15.563,negative
5.686,negative
12.9253,negative
39.415,negative
14.8002,negative
63.8857,negative
13.001,negative
20.595,negative
1.2146,negative
33.5054,negative
12.5969,negative
65.85,negative
86.767,negative
3.597,negative
4.217,negative
26.137,negative
34.2189,negative
11.3936,negative
2.266,negative
6.9113,negative
5.0774,negative
44.47,negative
8.5154,negative
1.505,negative
13.5359,negative
22.3299,negative
19.7851,negative
12.21,negative
0.069,negative
9.9947,negative
10.181,negative
15.61,negative
3.44,negative
5.5164,negative
5.4707,negative
21.041,negative
19.889,negative
0.277,negative
11.4725,negative
16.7134,negative
13.3733,negative
55.3088,negative
0.151,negative
15.4169,negative
13.9774,negative
33.726,negative
6.437,negative
2.5365,negative
16.2398,negative
8.681,negative
22.76,negative
6.311,negative
44.012,negative
40.7357,negative
2.933,negative
47.878,negative
7.684,negative
68.6169,negative
6.5984,negative
3.739,negative
27.0422,negative
18.645,negative
50.0938,negative
0.7451,negative
2.579,negative
59.468,negative
5.4667,negative
2.189,negative
27.67,negative
6.6791,negative
3.288,negative
11.863,negative
18.761,negative
3.264,negative
0.2194,negative
18.1335,negative
4.2607,negative
22.139,negative
20.202,negative
0.936,negative
4.344,negative
37.1944,negative
1.8019,negative
8.252,negative
1.9065,negative
15.6776,negative
33.8143,negative
0.559,negative
10.7282,negative
9.5042,negative
1.3072,negative
53.79,negative
20.874,negative
14.3513,negative
10.037,negative
25.3875,negative
5.284,negative
8.793,negative
41.795,negative
3.2913,negative
18.981,negative
5.3885,negative
3.531,negative
19.4337,negative
86.2351,negative
30.144,negative
2.792,negative
6.3678,negative
47.2156,negative
10.636,negative
8.6796,negative
49.891,negative
19.885,negative
14.437,negative
18.9796,negative
9.2458,negative
4.0631,negative
39.8963,negative
34.186,negative
16.9228,negative
16.3023,negative
3.807,negative
37.143,negative
38.839,negative
24.632,negative
18.989,negative
61.722,negative
10.336,negative
4.8014,negative
3.438,negative
2.2829,negative
4.2001,negative
42.293,negative
2.619,negative
60.1701,negative
22.9229,negative
3.9876,negative
6.703,negative
31.76,negative
2.62,negative
76.263,negative
5.8695,negative
28.9777,negative
1.9918,negative
4.104,negative
6.518,negative
5.3899,negative
0.288,negative
25.558,negative
33.4578,negative
0.1315,negative
14.121,negative
81.1465,negative
17.585,negative
0.3486,negative
1.9876,negative
27.5578,negative
7.8797,negative
16.6925,negative
42.063,negative
4.582,negative
24.368,negative
0.0365,negative
2.075,negative
31.4724,negative
1.092,negative
64.045,negative
81.7696,negative
0.626,negative
7.848,negative
0.5949,negative
3.197,negative
18.537,negative
12.8638,negative
12.7586,negative
23.9617,negative
6.1543,negative
5.804,negative
8.7569,negative
6.5297,negative
2.0734,negative
3.4828,negative
31.28,negative
63.541,negative
4.159,negative
2.081,negative
6.132,negative
36.9723,negative
20.553,negative
10.961,negative
27.722,negative
10.302,negative
6.516,negative
22.24,negative
15.2695,negative
44.3431,negative
4.0819,negative
2.284,negative
13.7571,negative
3.661,negative
1.6585,negative
82.2683,negative
0.613,negative
3.2797,negative
19.359,negative
0.098,negative
1.064,negative
1.904,negative
7.6188,negative
47.994,negative
12.1567,negative
2.938,negative
12.3296,negative
30.5803,negative
4.157,negative
22.1841,negative
25.938,negative
2.0623,negative
9.9993,negative
30.7131,negative
2.903,negative
3.034,negative
51.11,negative
13.2657,negative
10.6775,negative
14.293,negative
16.6934,negative
18.1987,negative
2.2045,negative
0.062,negative
8.79,negative
8.302,negative
11.1156,negative
3.386,negative
16.8909,negative
3.968,negative
4.3085,negative
69.805,negative
2.433,negative
7.4884,negative
3.3763,negative
0.7025,negative
13.9329,negative
8.116,negative
3.062,negative
35.2548,negative
29.2213,negative
11.7518,negative
5.57,negative
66.4912,negative
1.8283,negative
47.246,negative
4.376,negative
3.9937,negative
2.0115,negative
0.173,negative
27.8812,negative
20.8227,negative
14.999,negative
58.9308,negative
16.345,negative
5.2524,negative
0.2615,negative
1.5978,negative
3.164,negative
2.7,negative
5.3512,negative
1.7069,negative
1.567,negative
33.424,negative
61.229,negative
13.776,negative
4.4388,negative
17.5411,negative
2.6775,negative
75.311,negative
7.1144,negative
4.789,negative
5.028,negative
4.116,negative
35.433,negative
2.37,negative
8.507,negative
10.119,negative
52.599,negative
20.0424,negative
14.3432,negative
11.6075,negative
3.96,negative
13.295,negative
42.368,negative
21.769,negative
2.3937,negative
38.027,negative
49.186,negative
76.3219,negative
10.7089,negative
12.424,negative
12.744,negative
10.928,negative
12.553,negative
75.842,negative
20.468,negative
1.9529,negative
0.4197,negative
29.81,negative
27.0824,negative
63.367,negative
19.405,negative
6.422,negative
0.156,negative
6.389,negative
8.8474,negative
52.5269,negative
0.4362,negative
14.6389,negative
17.8368,negative
12.3236,negative
12.861,negative
8.0864,negative
0.5877,negative
3.4381,negative
12.945,negative
29.43,negative
9.273,negative
4.1489,negative
4.0577,negative
72.9588,negative
1.7,negative
2.599,negative
4.8251,negative
1.4594,negative
1.0996,negative
24.237,negative
66.0814,negative
11.3284,negative
0.334,negative
1.133,negative
19.662,negative
27.715,negative
44.4625,negative
11.8418,negative
20.189,negative
10.921,negative
19.327,negative
52.1667,negative
7.9221,negative
4.605,negative
2.235,negative
29.802,negative
8.8992,negative
16.9055,negative
3.0162,negative
4.908,negative
61.0741,negative
0.3985,negative
34.4001,negative
4.914,negative
3.892,negative
2.799,negative
8.035,negative
43.73,negative
5.68,negative
12.8858,negative
0.8987,negative
75.9302,negative
3.638,negative
2.176,negative
0.97,negative
6.1571,negative
89.8113,negative
76.267,negative
20.5649,negative
16.6959,negative
68.429,negative
8.5577,negative
11.7003,negative
17.721,negative
24.24,negative
3.459,negative
26.577,negative
14.135,negative
34.221,negative
2.5804,negative
2.993,negative
24.992,negative
73.6804,negative
14.043,negative
24.926,negative
2.0169,negative
3.8175,negative
11.8032,negative
3.6478,negative
5.5598,negative
12.229,negative
3.0146,negative
76.963,negative
43.4134,negative
1.547,negative
62.8246,negative
3.4161,negative
47.858,negative
26.241,negative
10.3057,negative
1.022,negative
0.1224,negative
6.2748,negative
39.134,negative
24.301,negative
6.8488,negative
5.5783,negative
10.337,negative
15.802,negative
1.783,negative
7.7575,negative
1.386,negative
4.147,negative
34.358,negative
3.901,negative
0.3475,negative
45.43,negative
12.12,negative
21.788,negative
9.545,negative
18.694,negative
0.9908,negative
47.1801,negative
10.0749,negative
25.764,negative
82.2426,negative
1.25,negative
4.9761,negative
1.0184,negative
5.6351,negative
7.8318,negative
1.8071,negative
0.789,negative
8.902,negative
82.2488,negative
2.6827,negative
0.059,negative
3.13,negative
80.4713,negative
24.5094,negative
4.442,negative
0.8905,negative
25.1167,negative
85.0171,negative
2.481,negative
4.43,negative
23.769,negative
3.5757,negative
29.392,negative
14.578,negative
23.666,negative
20.0419,negative
11.479,negative
3.6208,negative
21.937,negative
10.54,negative
11.891,negative
8.9201,negative
28.538,negative
23.821,negative
1.7355,negative
0.091,negative
78.7402,negative
61.7,negative
3.757,negative
62.169,negative
66.6152,negative
61.3024,negative
6.405,negative
0.281,negative
5.706,negative
73.417,negative
61.492,negative
65.013,negative
10.865,negative
60.871,negative
4.0277,negative
26.935,negative
9.6642,negative
4.6957,negative
10.758,negative
37.234,negative
41.5557,negative
4.154,negative
78.0806,negative
1.643,negative
24.4741,negative
9.991,negative
75.807,negative
0.001,negative
11.911,negative
17.2617,negative
7.5143,negative
6.0909,negative
1.9439,negative
3.64,negative
1.662,negative
31.686,negative
34.2159,negative
0.127,negative
74.997,negative
22.821,negative
16.5296,negative
8.402,negative
1.17,negative
18.682,negative
3.614,negative
11.6251,negative
32.43,negative
3.2352,negative
4.0106,negative
29.9003,negative
18.7187,negative
2.2982,negative
11.3761,negative
10.197,negative
0.181,negative
15.6121,negative
8.648,negative
19.198,negative
1.579,negative
4.849,negative
4.929,negative
15.646,negative
0.8828,negative
3.5846,negative
0.357,negative
7.011,negative
1.346,negative
8.3733,negative
50.082,negative
5.624,negative
10.6685,negative
5.6926,negative
8.9172,negative
3.0791,negative
8.1489,negative
6.969,negative
4.573,negative
84.7088,negative
14.3969,negative
2.021,negative
6.62,negative
16.5516,negative
6.228,negative
29.349,negative
5.258,negative
3.481,negative
19.681,negative
14.6429,negative
8.705,negative
28.9934,negative
0.487,negative
0.0895,negative
1.9331,negative
36.721,negative
0.204,negative
0.106,negative
11.855,negative
89.6566,negative
74.502,negative
22.0962,negative
15.657,negative
7.2332,negative
0.122,negative
11.5864,negative
74.6605,negative
1.9194,negative
1.194,negative
25.1526,negative
4.2254,negative
5.8695,negative
1.2941,negative
2.833,negative
22.8621,negative
4.1022,negative
0.022,negative
2.8204,negative
72.587,negative
2.752,negative
2.701,negative
2.242,negative
18.0525,negative
18.7148,negative
2.805,negative
8.2019,negative
8.626,negative
1.321,negative
70.606,negative
10.179,negative
15.175,negative
15.4674,negative
8.0769,negative
22.3126,negative
20.694,negative
11.5,negative
0.813,negative
10.6382,negative
2.0758,negative
3.939,negative
37.007,negative
11.346,negative
1.645,negative
0.0805,negative
1.406,negative
6.262,negative
50.0643,negative
7.946,negative
3.81,negative
