Day_Mins,Day_Charge,Eve_Mins,Eve_Charge,Night_Calls,Intl_Mins,Intl_Charge,CustServ_Calls,Class
179.2,30.46,283.3,24.08,83,5.8,1.57,2,negative
177.4,30.16,240.3,20.43,133,12,3.24,0,negative
115.6,19.65,167.8,14.26,124,12.6,3.4,1,negative
237.3,40.34,176.7,15.02,81,14.2,3.83,0,positive
181.5,30.86,187,15.9,96,10.5,2.84,1,negative
51.5,8.76,164,13.94,80,9.5,2.57,3,negative
155.7,26.47,185.4,15.76,116,8.2,2.21,3,negative
245,41.65,265,22.53,108,14.9,4.02,2,negative
131.7,22.39,163.1,13.86,116,10.7,2.89,1,negative
111.1,18.89,313.4,26.64,82,10.5,2.84,1,negative
88.5,15.05,324.8,27.61,86,8.2,2.21,3,negative
116,19.72,150.1,12.76,98,12,3.24,1,negative
155.5,26.44,133.1,11.31,77,9.1,2.46,1,negative
106.5,18.11,225.7,19.18,61,5.7,1.54,2,negative
175.2,29.78,199.2,16.93,99,13.2,3.56,1,negative
154.7,26.3,177.8,15.11,90,5.9,1.59,4,positive
247.2,42.02,225.5,19.17,76,6.1,1.65,2,positive
218.4,37.13,236.7,20.12,137,13.2,3.56,0,positive
227.5,38.68,234.9,19.97,128,9,2.43,1,negative
185,31.45,249.5,21.21,103,7.4,2,0,negative
186.8,31.76,253.4,21.54,105,12.3,3.32,2,negative
158.8,27,211.8,18,101,10.3,2.78,1,negative
208.7,35.48,212.8,18.09,98,8.5,2.3,0,negative
185.9,31.6,212,18.02,81,11.3,3.05,3,negative
222.5,37.83,169.7,14.42,94,9,2.43,2,negative
201.1,34.19,170.7,14.51,113,11.6,3.13,3,negative
167.9,28.54,243.7,20.71,114,9.1,2.46,1,negative
239.1,40.65,243.5,20.7,92,10.9,2.94,3,positive
175.7,29.87,211.8,18,109,9.2,2.48,5,positive
111.2,18.9,263.5,22.4,128,9,2.43,6,positive
87.7,14.91,214.8,18.26,147,10.8,2.92,1,negative
244.1,41.5,246.9,20.99,133,7.2,1.94,0,negative
165,28.05,127.3,10.82,95,7.7,2.08,2,negative
127.4,21.66,103.3,8.78,73,9.1,2.46,0,negative
194.8,33.12,292.7,24.88,82,5.5,1.49,0,negative
54.7,9.3,256.1,21.77,135,11.1,3,1,negative
283.4,48.18,224.1,19.05,63,14.4,3.89,2,negative
258,43.86,246.5,20.95,100,10.9,2.94,0,positive
90.5,15.39,211.7,17.99,76,9.3,2.51,1,negative
235.6,40.05,115.9,9.85,136,16.2,4.37,0,negative
142.5,24.23,231.4,19.67,67,10,2.7,2,negative
54,9.18,179.3,15.24,101,10.2,2.75,1,negative
214.8,36.52,131,11.14,104,9.4,2.54,3,negative
251.4,42.74,196.6,16.71,53,11,2.97,0,positive
139,23.63,250.7,21.31,87,6.1,1.65,4,negative
117.3,19.94,208.7,17.74,98,14.4,3.89,2,negative
264,44.88,132.2,11.24,91,10.6,2.86,3,negative
82.6,14.04,204,17.34,122,9.1,2.46,1,negative
175.8,29.89,253.6,21.56,72,11.4,3.08,1,negative
220.4,37.47,211.2,17.95,112,13.6,3.67,2,negative
217,36.89,152.3,12.95,109,11.8,3.19,2,negative
129,21.93,290,24.65,110,11.6,3.13,1,negative
150.5,25.59,152.9,13,86,3.5,0.95,1,negative
193.3,32.86,263.3,22.38,97,11.1,3,0,negative
189.5,32.22,103.8,8.82,106,10.8,2.92,2,negative
137.8,23.43,235.5,20.02,70,11,2.97,2,negative
129.3,21.98,142.7,12.13,89,12.3,3.32,3,negative
115.6,19.65,213.6,18.16,72,10.7,2.89,1,negative
221.9,37.72,254.7,21.65,117,7.2,1.94,2,negative
263.7,44.83,186.5,15.85,99,18.3,4.94,1,positive
61.3,10.42,194.4,16.52,80,11.4,3.08,1,negative
183.8,31.25,164.7,14,87,10.1,2.73,1,negative
167.4,28.46,143.8,12.22,111,10.3,2.78,0,positive
154.1,26.2,195.3,16.6,86,13.2,3.56,4,negative
252,42.84,170.2,14.47,64,5.7,1.54,0,negative
163.1,27.73,291.7,24.79,111,11.2,3.02,0,negative
198.3,33.71,187,15.9,96,16.6,4.48,2,negative
324.7,55.2,236.4,20.09,78,13.1,3.54,0,positive
128.3,21.81,215.3,18.3,140,14.3,3.86,2,negative
187.9,31.94,200.5,17.04,125,10.2,2.75,2,negative
129.2,21.96,214.1,18.2,100,10.3,2.78,5,positive
125.5,21.34,128.9,10.96,129,6.3,1.7,4,positive
257.2,43.72,224.3,19.07,118,12.6,3.4,1,negative
124.6,21.18,146.4,12.44,95,10.5,2.84,1,negative
175.1,29.77,216.9,18.44,146,9.9,2.67,1,negative
124.3,21.13,173.4,14.74,109,7.5,2.03,3,negative
271.6,46.17,156,13.26,108,11.6,3.13,2,negative
219.9,37.38,143.3,12.18,69,11.7,3.16,1,negative
183.3,31.16,201.4,17.12,84,10.4,2.81,3,negative
101.1,17.19,214.4,18.22,112,10.3,2.78,2,negative
203.3,34.56,228.9,19.46,118,14.3,3.86,1,negative
175.4,29.82,190,16.15,94,10.5,2.84,2,negative
266,45.22,214.6,18.24,100,14.2,3.83,2,positive
171.6,29.17,136.1,11.57,103,10.8,2.92,0,negative
78.7,13.38,225.6,19.18,106,14,3.78,0,negative
211.9,36.02,215.1,18.28,107,9.4,2.54,0,negative
63.7,10.83,195.8,16.64,87,10,2.7,1,negative
173.4,29.48,213.7,18.16,69,11.5,3.11,1,negative
237.7,40.41,207.1,17.6,95,4.5,1.22,0,negative
225.9,38.4,162.8,13.84,85,10.1,2.73,1,negative
173,29.41,209.4,17.8,91,12.2,3.29,0,negative
224.9,38.23,143.8,12.22,105,8,2.16,0,negative
237.7,40.41,181.5,15.43,151,7.7,2.08,1,negative
137,23.29,217,18.45,86,10,2.7,2,negative
142.5,24.23,176.1,14.97,88,8.2,2.21,2,negative
142.4,24.21,126.2,10.73,71,4.6,1.24,1,negative
147,24.99,197.3,16.77,93,8.7,2.35,2,negative
220.3,37.45,188.6,16.03,98,10.6,2.86,1,negative
149.2,25.36,260.7,22.16,120,8.1,2.19,1,negative
204.4,34.75,137.5,11.69,100,10,2.7,0,negative
216.8,36.86,207.3,17.62,117,5.6,1.51,1,negative
308,52.36,247.8,21.06,103,7.4,2,1,negative
58,9.86,67.5,5.74,136,11.5,3.11,0,negative
173.2,29.44,236.2,20.08,84,11.8,3.19,2,negative
210.3,35.75,241.8,20.55,102,13.1,3.54,4,negative
58.9,10.01,305.5,25.97,73,12.1,3.27,0,negative
236.8,40.26,167.1,14.2,115,9.7,2.62,3,negative
228.9,38.91,160.7,13.66,109,12.5,3.38,0,negative
90,15.3,276.3,23.49,107,8.6,2.32,2,positive
146.7,24.94,106.2,9.03,104,11.1,3,2,negative
237.3,40.34,154,13.09,105,11.2,3.02,1,negative
162.8,27.68,229.6,19.52,94,13.6,3.67,0,positive
186.9,31.77,256.3,21.79,104,8.9,2.4,1,negative
86.1,14.64,259.8,22.08,79,9.1,2.46,2,negative
212.3,36.09,215.4,18.31,73,11.3,3.05,2,negative
151,25.67,120.6,10.25,81,9.2,2.48,2,negative
158.6,26.96,130.4,11.08,80,6.9,1.86,2,negative
296,50.32,226.4,19.24,98,12.3,3.32,0,positive
212.3,36.09,251.5,21.38,85,6.6,1.78,3,negative
234.4,39.85,179.3,15.24,117,10.4,2.81,3,negative
176.8,30.06,187.5,15.94,88,6.5,1.76,2,negative
157.3,26.74,257.7,21.9,107,9.6,2.59,0,negative
146.6,24.92,172.8,14.69,113,10,2.7,1,negative
260.5,44.29,102.4,8.7,148,9.8,2.65,1,negative
146.1,24.84,277.4,23.58,100,6.2,1.67,1,negative
124.5,21.17,141.2,12,113,11.4,3.08,2,positive
209.4,35.6,237.4,20.18,98,9.8,2.65,1,negative
285.7,48.57,167.5,14.24,97,8.7,2.35,1,positive
190.9,32.45,161.4,13.72,100,8.4,2.27,1,negative
144.4,24.55,264.6,22.49,94,9.9,2.67,1,negative
208.8,35.5,132.9,11.3,107,11.1,3,2,negative
77.6,13.19,207,17.6,115,10.9,2.94,1,negative
271.1,46.09,237.4,20.18,103,8.4,2.27,1,positive
240.8,40.94,144.5,12.28,98,11.6,3.13,0,negative
114.8,19.52,192.6,16.37,108,12.2,3.29,0,negative
138.8,23.6,142,12.07,77,11.8,3.19,1,negative
209.8,35.67,155,13.18,111,7.2,1.94,0,negative
134.9,22.93,248.4,21.11,113,14.7,3.97,3,negative
164,27.88,153.1,13.01,104,6.4,1.73,0,negative
245.5,41.74,192.7,16.38,83,9.1,2.46,1,negative
80.3,13.65,199.9,16.99,117,16.6,4.48,0,negative
90.7,15.42,207.5,17.64,96,5.6,1.51,2,negative
190.3,32.35,256.6,21.81,145,3.8,1.03,1,negative
108.6,18.46,209.9,17.84,117,7.9,2.13,1,positive
89.8,15.27,233.2,19.82,116,9.3,2.51,4,positive
252.4,42.91,187.8,15.96,137,10,2.7,2,negative
183.4,31.18,269.1,22.87,38,6.7,1.81,5,negative
183.4,31.18,141.9,12.06,122,10.4,2.81,2,negative
155.2,26.38,135.9,11.55,82,3.8,1.03,3,negative
165.8,28.19,186.9,15.89,78,0,0,1,negative
209.4,35.6,273.8,23.27,88,12.8,3.46,0,negative
279.3,47.48,201.6,17.14,99,7.9,2.13,2,positive
174.1,29.6,99.1,8.42,126,7.7,2.08,2,negative
175.7,29.87,184.6,15.69,92,9.1,2.46,2,negative
256.5,43.61,222.1,18.88,122,13,3.51,1,negative
170.2,28.93,187.5,15.94,100,4.3,1.16,0,negative
139.6,23.73,250.2,21.27,79,10.8,2.92,1,negative
208.8,35.5,142.1,12.08,87,12.5,3.38,4,negative
210.1,35.72,248.9,21.16,88,14.4,3.89,4,negative
113.6,19.31,158.6,13.48,87,10.5,2.84,2,negative
202.6,34.44,163,13.86,151,8.3,2.24,0,negative
174.4,29.65,265.8,22.59,87,0,0,4,negative
210.6,35.8,164.2,13.96,68,9.4,2.54,0,negative
121.5,20.66,253,21.51,120,10.7,2.89,1,negative
127.8,21.73,181.6,15.44,63,15.9,4.29,2,negative
135.2,22.98,242,20.57,96,10.2,2.75,2,negative
99.4,16.9,275,23.38,94,16.7,4.51,2,negative
276.9,47.07,246.9,20.99,107,10.3,2.78,1,positive
163.4,27.78,240.1,20.41,147,11.6,3.13,2,positive
287.4,48.86,235.3,20,114,5,1.35,4,positive
120.5,20.49,227.8,19.36,100,10.2,2.75,1,negative
184.1,31.3,204.9,17.42,133,9.8,2.65,2,negative
185,31.45,232.5,19.76,82,14.9,4.02,3,negative
160.9,27.35,144.2,12.26,97,12.9,3.48,1,negative
207.6,35.29,251.6,21.39,100,10.9,2.94,2,negative
209.2,35.56,0,0,94,11.8,3.19,1,negative
158.4,26.93,306.6,26.06,93,2.1,0.57,1,negative
149,25.33,131,11.14,69,8.6,2.32,2,positive
204.5,34.77,208.8,17.75,119,9.8,2.65,0,negative
288.8,49.1,175.9,14.95,106,9.5,2.57,0,positive
108.6,18.46,206.4,17.54,118,13.4,3.62,0,negative
97.5,16.58,260.4,22.13,100,7,1.89,1,negative
166.5,28.31,261,22.19,85,13.3,3.59,0,negative
156.2,26.55,90,7.65,116,7.3,1.97,1,negative
225.2,38.28,256.8,21.83,87,11.5,3.11,4,negative
287.4,48.86,259.6,22.07,86,10,2.7,1,positive
175.3,29.8,241.3,20.51,109,7.8,2.11,0,negative
102.1,17.36,219.5,18.66,92,9.8,2.65,0,negative
157.9,26.84,259.6,22.07,117,14,3.78,0,negative
146.5,24.91,246.4,20.94,114,4.1,1.11,1,negative
245.8,41.79,286.7,24.37,115,9,2.43,1,positive
177.7,30.21,215.6,18.33,67,10.5,2.84,1,negative
250.8,42.64,152.5,12.96,104,10,2.7,2,negative
117.8,20.03,199.2,16.93,119,11.8,3.19,0,positive
119.7,20.35,189.7,16.12,108,12.9,3.48,2,negative
242.2,41.17,226.1,19.22,121,8.2,2.21,5,positive
163.4,27.78,249.3,21.19,90,9.8,2.65,7,negative
161,27.37,208,17.68,81,8.4,2.27,3,negative
128.7,21.88,169.5,14.41,97,10.3,2.78,1,negative
81.6,13.87,268.1,22.79,75,8.6,2.32,1,negative
207.7,35.31,199.7,16.97,110,7.3,1.97,1,negative
128.6,21.86,216.2,18.38,96,6.3,1.7,6,positive
233.3,39.66,209.8,17.83,109,9.1,2.46,1,negative
182.1,30.96,134.9,11.47,75,10,2.7,5,positive
168,28.56,163.2,13.87,120,8,2.16,6,positive
251.6,42.77,175.1,14.88,112,5.4,1.46,1,negative
183.8,31.25,183.4,15.59,52,11.6,3.13,0,negative
256.4,43.59,214.5,18.23,75,7.9,2.13,3,positive
180.2,30.63,97.7,8.3,134,8.4,2.27,1,negative
227.8,38.73,161.8,13.75,106,8,2.16,1,negative
147.8,25.13,276.8,23.53,110,10.2,2.75,0,negative
234.9,39.93,270.8,23.02,101,13.9,3.75,1,positive
110.9,18.85,213.4,18.14,116,7.9,2.13,2,negative
124.5,21.17,231.7,19.69,108,6.4,1.73,1,negative
233.5,39.7,187.7,15.95,97,9.6,2.59,0,positive
197.3,33.54,141.1,11.99,90,10.1,2.73,2,positive
58.2,9.89,202.1,17.18,97,10.4,2.81,0,negative
212.7,36.16,225.2,19.14,99,7,1.89,1,negative
151.5,25.76,131.7,11.19,131,11.8,3.19,0,negative
146.3,24.87,218.7,18.59,97,11.5,3.11,1,negative
195.1,33.17,148.8,12.65,117,6.7,1.81,0,negative
208.9,35.51,214.8,18.26,108,13,3.51,1,negative
135.7,23.07,208.4,17.71,95,8.8,2.38,7,positive
225.9,38.4,275.6,23.43,108,14.3,3.86,3,positive
122.2,20.77,167.2,14.21,98,9.7,2.62,1,negative
153.3,26.06,224.5,19.08,152,8.9,2.4,2,negative
214,36.38,192.4,16.35,99,7.9,2.13,1,negative
194.8,33.12,167.2,14.21,61,10.8,2.92,1,negative
206.7,35.14,281.1,23.89,77,11,2.97,3,negative
188,31.96,151.3,12.86,132,10.5,2.84,2,negative
122.3,20.79,118.8,10.1,95,13.7,3.7,3,positive
259.3,44.08,175.2,14.89,36,12,3.24,3,negative
115.1,19.57,211.3,17.96,85,13.8,3.73,2,positive
172.9,29.39,137.6,11.7,109,8.3,2.24,1,negative
156.4,26.59,130.4,11.08,109,7.3,1.97,1,negative
128.1,21.78,143.4,12.19,98,11.6,3.13,1,negative
196.6,33.42,170.2,14.47,79,12.5,3.38,1,negative
227.9,38.74,302.6,25.72,82,5.5,1.49,1,positive
194.9,33.13,191.6,16.29,129,13.2,3.56,2,negative
44.9,7.63,134.2,11.41,118,13.3,3.59,1,negative
262.8,44.68,215.8,18.34,88,7.8,2.11,0,negative
211.2,35.9,252.7,21.48,104,12.3,3.32,0,negative
204,34.68,225.1,19.13,85,9.6,2.59,1,negative
223.2,37.94,127.5,10.84,83,14.5,3.92,3,negative
119,20.23,187.5,15.94,97,11.5,3.11,1,negative
266.1,45.24,225.2,19.14,58,8.9,2.4,3,positive
134.4,22.85,152.4,12.95,80,9.4,2.54,1,negative
171.1,29.09,257.2,21.86,92,16.2,4.37,1,negative
170.5,28.99,254.3,21.62,138,10.5,2.84,2,negative
178.5,30.35,146.9,12.49,102,9.9,2.67,1,negative
205.2,34.88,154.8,13.16,77,14.1,3.81,3,negative
232.8,39.58,183.5,15.6,111,13,3.51,0,negative
239.9,40.78,253.8,21.57,85,6.7,1.81,5,negative
55.6,9.45,288.7,24.54,110,12.1,3.27,2,negative
153.5,26.1,241.9,20.56,110,10.6,2.86,1,negative
109.8,18.67,189.6,16.12,85,11.1,3,1,negative
196.1,33.34,185.5,15.77,132,5.2,1.4,2,negative
166.8,28.36,143.5,12.2,130,11.8,3.19,0,negative
113.2,19.24,269.9,22.94,87,7.1,1.92,2,negative
203,34.51,150.9,12.83,131,14.6,3.94,1,negative
242.8,41.28,234.1,19.9,104,6,1.62,5,negative
156.5,26.61,140.2,11.92,111,12.2,3.29,2,negative
266.7,45.34,158.2,13.45,111,13.8,3.73,3,positive
182,30.94,216.1,18.37,82,9.8,2.65,1,negative
85.9,14.6,193.9,16.48,93,10.1,2.73,0,negative
146.6,24.92,114.8,9.76,99,2.9,0.78,0,negative
110.5,18.79,208.3,17.71,77,13.9,3.75,4,positive
118.6,20.16,199.6,16.97,61,11.5,3.11,1,negative
197.6,33.59,80,6.8,82,15.6,4.21,2,negative
210.3,35.75,192.2,16.34,92,10.8,2.92,6,negative
220.3,37.45,285.8,24.29,111,9.4,2.54,4,negative
150,25.5,232.4,19.75,123,12.5,3.38,1,negative
161.7,27.49,207.6,17.65,114,9.2,2.48,0,negative
191.4,32.54,167.4,14.23,112,14,3.78,3,negative
146.7,24.94,148.3,12.61,69,12.5,3.38,3,negative
109.4,18.6,101.3,8.61,106,7.8,2.11,1,negative
144.1,24.5,249.8,21.23,82,13.6,3.67,1,negative
248.9,42.31,170.8,14.52,91,11.2,3.02,1,negative
85.7,14.57,221.6,18.84,75,11.6,3.13,4,positive
214.8,36.52,209.7,17.82,97,9.4,2.54,3,negative
158.9,27.01,242.8,20.64,97,6.5,1.76,0,negative
110,18.7,141.5,12.03,87,6.4,1.73,2,negative
152.8,25.98,183.6,15.61,75,10.5,2.84,1,negative
145.6,24.75,197.1,16.75,83,10.5,2.84,0,negative
93.3,15.86,199.6,16.97,104,6.5,1.76,0,negative
216.8,36.86,187.8,15.96,108,8.3,2.24,0,negative
201.9,34.32,154.7,13.15,79,9,2.43,1,negative
146.4,24.89,225.1,19.13,117,8.5,2.3,1,negative
272.7,46.36,224.9,19.12,104,10.5,2.84,2,positive
18.9,3.21,258.4,21.96,74,14.8,4,1,negative
172.8,29.38,193.4,16.44,107,12.8,3.46,2,negative
190.2,32.33,157.1,13.35,120,14,3.78,0,negative
130.6,22.2,208.1,17.69,72,15.6,4.21,3,negative
158.4,26.93,188,15.98,125,13.5,3.65,4,positive
166.5,28.31,236.2,20.08,92,15.6,4.21,1,negative
129.3,21.98,202.8,17.24,126,12.9,3.48,2,negative
199.3,33.88,193.4,16.44,117,7,1.89,0,negative
185.1,31.47,233,19.81,106,9.1,2.46,0,negative
175.4,29.82,197.4,16.78,102,9.7,2.62,2,negative
263.4,44.78,151.9,12.91,101,10.7,2.89,2,negative
94.2,16.01,264.1,22.45,79,7.3,1.97,1,negative
189.4,32.2,219,18.62,116,7.1,1.92,3,negative
118,20.06,167.2,14.21,102,11.8,3.19,2,negative
212.1,36.06,189.4,16.1,95,8.4,2.27,3,negative
222,37.74,187,15.9,124,12.4,3.35,2,negative
222.8,37.88,180.5,15.34,101,13,3.51,0,negative
190,32.3,116.6,9.91,110,12.2,3.29,1,negative
271.8,46.21,237.2,20.16,91,8.7,2.35,4,positive
195.4,33.22,268.2,22.8,95,8.4,2.27,3,negative
199.6,33.93,214.3,18.22,110,7.2,1.94,3,negative
100,17,173.5,14.75,122,10.1,2.73,0,negative
160.6,27.3,223.1,18.96,92,9.5,2.57,2,negative
158.7,26.98,160.5,13.64,88,9.9,2.67,1,negative
154.5,26.27,214.2,18.21,105,12,3.24,3,positive
192.3,32.69,129.3,10.99,102,6.3,1.7,1,negative
305.1,51.87,188,15.98,116,8.5,2.3,0,positive
193,32.81,153.6,13.06,87,7.4,2,2,negative
72.5,12.33,204,17.34,118,6.6,1.78,1,negative
105.2,17.88,341.3,29.01,97,6.3,1.7,2,negative
180.5,30.69,134.7,11.45,97,10,2.7,2,negative
214.7,36.5,314.3,26.72,110,14.3,3.86,0,negative
86.8,14.76,108.1,9.19,87,13.2,3.56,1,negative
131.5,22.36,174.8,14.86,83,7.9,2.13,5,positive
135.4,23.02,237.1,20.15,91,17.5,4.73,0,negative
174.3,29.63,254.1,21.6,96,5.9,1.59,6,negative
203.9,34.66,191.8,16.3,125,12.1,3.27,3,negative
235.5,40.04,142.3,12.1,131,12.5,3.38,0,negative
157,26.69,256.9,21.84,126,12.1,3.27,2,negative
111.9,19.02,223,18.96,81,10,2.7,3,negative
236.3,40.17,152.8,12.99,98,11.2,3.02,3,negative
163.6,27.81,283.4,24.09,108,8.6,2.32,0,negative
213.6,36.31,175.9,14.95,100,8.9,2.4,1,negative
143.4,24.38,170,14.45,68,9.4,2.54,3,negative
78.3,13.31,198.2,16.85,94,12.1,3.27,1,negative
97.1,16.51,228,19.38,111,10.6,2.86,1,negative
94.1,16,147.6,12.55,85,10.1,2.73,0,negative
226.3,38.47,274.3,23.32,119,8.2,2.21,2,positive
133.8,22.75,158.8,13.5,92,10.5,2.84,1,negative
190.3,32.35,249,21.17,82,10.6,2.86,1,negative
294.9,50.13,165.7,14.08,63,9.8,2.65,3,negative
185.4,31.52,191.4,16.27,78,10,2.7,2,negative
179.5,30.52,191.9,16.31,125,12,3.24,0,negative
158,26.86,207.9,17.67,120,10.1,2.73,0,negative
173,29.41,190.4,16.18,66,10.4,2.81,0,negative
134.2,22.81,211.9,18.01,138,8.2,2.21,1,negative
125.2,21.28,230.9,19.63,106,12.6,3.4,3,negative
195.9,33.3,227,19.3,113,13.2,3.56,2,negative
214.2,36.41,181.2,15.4,68,10.3,2.78,0,negative
221.1,37.59,236.7,20.12,137,9.5,2.57,0,negative
132,22.44,173.3,14.73,108,11.6,3.13,1,negative
157.6,26.79,198.3,16.86,106,9.1,2.46,1,negative
110.3,18.75,182.4,15.5,88,11,2.97,2,negative
161.5,27.46,192.9,16.4,96,11.2,3.02,0,negative
171.8,29.21,240.7,20.46,80,10.6,2.86,1,negative
211,35.87,155.1,13.18,96,11.4,3.08,1,negative
139.3,23.68,192.3,16.35,75,9.3,2.51,7,positive
291.6,49.57,221.1,18.79,110,14,3.78,2,positive
139,23.63,132.9,11.3,120,12.1,3.27,0,negative
234.8,39.92,199.2,16.93,88,10,2.7,4,negative
187.6,31.89,201.4,17.12,79,8.8,2.38,1,negative
159.8,27.17,210.1,17.86,86,13.1,3.54,2,negative
177.1,30.11,194,16.49,124,5.2,1.4,1,negative
117.9,20.04,160.4,13.63,150,11.4,3.08,0,negative
247.6,42.09,256.3,21.79,72,10.8,2.92,2,negative
169.9,28.88,138.3,11.76,105,8.5,2.3,1,negative
185,31.45,203.7,17.31,89,14.1,3.81,3,negative
204.9,34.83,201,17.09,97,11.3,3.05,0,negative
225.5,38.34,182,15.47,106,9.4,2.54,3,negative
169.7,28.85,141.4,12.02,115,10.5,2.84,4,positive
239.3,40.68,223.4,18.99,104,10.6,2.86,0,negative
113.3,19.26,197.9,16.82,93,11.7,3.16,4,positive
161.9,27.52,230.1,19.56,78,10.2,2.75,3,negative
133.3,22.66,185.7,15.78,113,5.6,1.51,2,negative
170.7,29.02,109.9,9.34,99,8.7,2.35,3,negative
189.7,32.25,156.1,13.27,91,8.3,2.24,5,negative
322.3,54.79,230.4,19.58,104,7.8,2.11,2,positive
124.4,21.15,320.9,27.28,126,10.4,2.81,2,negative
146.9,24.97,114.3,9.72,97,11.4,3.08,3,negative
192.6,32.74,206.4,17.54,93,10.8,2.92,1,negative
96.3,16.37,179.6,15.27,121,10.3,2.78,1,negative
131.9,22.42,167.6,14.25,106,14.7,3.97,3,negative
147.2,25.02,175.2,14.89,80,13.3,3.59,2,negative
143.1,24.33,239.6,20.37,123,7.1,1.92,2,negative
280.4,47.67,179.4,15.25,77,15.2,4.1,5,negative
237.2,40.32,213.1,18.11,87,10.7,2.89,1,negative
184.2,31.31,181.6,15.44,113,12.8,3.46,2,negative
109.1,18.55,187.1,15.9,100,10,2.7,3,negative
138.1,23.48,158.2,13.45,118,10.3,2.78,5,positive
186.8,31.76,207.6,17.65,98,8.8,2.38,3,negative
155.4,26.42,290.9,24.73,91,13.9,3.75,1,negative
245.3,41.7,122.9,10.45,102,8.5,2.3,4,negative
205.9,35,277.4,23.58,139,11,2.97,0,positive
207.2,35.22,214.1,18.2,105,11.9,3.21,1,negative
151.5,25.76,248.7,21.14,120,10.7,2.89,2,negative
221.9,37.72,278.2,23.65,85,7.1,1.92,0,positive
190,32.3,246.6,20.96,107,9.5,2.57,1,negative
220.8,37.54,156.2,13.28,89,10.5,2.84,2,negative
173.7,29.53,204,17.34,94,6.3,1.7,2,negative
114.8,19.52,150,12.75,119,9.6,2.59,2,negative
113.8,19.35,192.3,16.35,89,10.4,2.81,3,negative
143.2,24.34,179.5,15.26,122,6.2,1.67,4,positive
184.4,31.35,203.8,17.32,100,9.3,2.51,3,negative
227.4,38.66,248,21.08,109,7.8,2.11,1,negative
224,38.08,210.7,17.91,75,2.1,0.57,0,negative
216.2,36.75,185.7,15.78,143,10,2.7,2,negative
129.9,22.08,230.1,19.56,123,13.3,3.59,0,negative
230.1,39.12,287.6,24.45,85,6.9,1.86,2,negative
204.4,34.75,273.2,23.22,118,11,2.97,1,negative
216.6,36.82,173.1,14.71,95,9.1,2.46,1,negative
247.5,42.08,225.4,19.16,132,10.2,2.75,2,positive
228.1,38.78,136.4,11.59,107,9,2.43,1,negative
225.9,38.4,299.1,25.42,81,11.2,3.02,1,positive
103.5,17.6,117.9,10.02,94,12,3.24,4,positive
115.5,19.64,252.2,21.44,91,7.5,2.03,0,negative
218.8,37.2,148.3,12.61,97,9.7,2.62,1,negative
223.8,38.05,244.8,20.81,156,12.3,3.32,3,negative
143.8,24.45,184,15.64,132,12.9,3.48,3,negative
29.9,5.08,129.1,10.97,105,8.6,2.32,2,negative
276.7,47.04,203.7,17.31,88,8.3,2.24,0,negative
141.4,24.04,146.4,12.44,75,8.1,2.19,0,negative
153.9,26.16,140.7,11.96,101,12.8,3.46,1,negative
190.5,32.39,205.5,17.47,63,13.8,3.73,0,negative
192.6,32.74,178.9,15.21,74,9.4,2.54,1,negative
151.8,25.81,103.6,8.81,86,12.2,3.29,1,negative
215.6,36.65,192.9,16.4,103,10.1,2.73,5,negative
180,30.6,229,19.47,105,7.8,2.11,3,negative
157.3,26.74,197.5,16.79,111,8.4,2.27,2,negative
196.5,33.41,158.6,13.48,118,6.8,1.84,0,negative
240.3,40.85,162.5,13.81,136,11.9,3.21,0,negative
193.3,32.86,154.7,13.15,98,9.4,2.54,3,negative
211.9,36.02,274.4,23.32,139,5.4,1.46,1,negative
218.7,37.18,155.6,13.23,62,8.2,2.21,1,negative
246.8,41.96,206.3,17.54,123,13.2,3.56,0,positive
174.7,29.7,148,12.58,109,15.8,4.27,6,positive
240,40.8,134.1,11.4,84,9.3,2.51,0,positive
181.2,30.8,177.6,15.1,136,5,1.35,2,negative
113.7,19.33,165.1,14.03,142,10.8,2.92,1,negative
174.7,29.7,160.6,13.65,108,13.4,3.62,0,negative
211.1,35.89,223.5,19,106,9.7,2.62,2,negative
169.3,28.78,178.6,15.18,82,12.2,3.29,1,negative
247.4,42.06,175.9,14.95,90,11.3,3.05,0,negative
131.2,22.3,227.4,19.33,105,12.8,3.46,2,negative
161.4,27.44,163.6,13.91,121,11.8,3.19,1,negative
107.2,18.22,86.8,7.38,117,9.7,2.62,1,negative
211.9,36.02,202.9,17.25,95,8.8,2.38,1,negative
160.4,27.27,285.9,24.3,85,6.9,1.86,3,negative
230.7,39.22,256.8,21.83,92,6.4,1.73,1,negative
232.6,39.54,253.4,21.54,101,10.5,2.84,1,negative
294.7,50.1,294.6,25.04,121,10.8,2.92,1,positive
133.4,22.68,223.9,19.03,85,10.2,2.75,1,negative
306.2,52.05,189.7,16.12,107,11.7,3.16,0,negative
236.8,40.26,186.4,15.84,112,10.4,2.81,2,negative
125.7,21.37,275.9,23.45,108,14.2,3.83,3,positive
168.4,28.63,276,23.46,48,11.4,3.08,1,negative
70.9,12.05,134.5,11.43,164,12,3.24,2,negative
105,17.85,121.8,10.35,122,3.7,1,0,negative
152.1,25.86,215.5,18.32,111,12,3.24,1,negative
180.9,30.75,194.9,16.57,109,8.8,2.38,3,negative
156.6,26.62,161.5,13.73,107,9.4,2.54,1,negative
180.5,30.69,224.1,19.05,103,2.4,0.65,0,negative
